StateFull,Year,Place of residence profile,Personal income (millions of dollars),Derivation of personal income,Net earnings by place of residence,Personal current transfer receipts,Income maintenance benefits 1/,Unemployment insurance compensation,Retirement and other,"Dividends, interest, and rent",Personal dividend income,Personal interest income,Imputed interest receipts 2/,Monetary interest receipts,Rental income of persons,Imputed rent,Monetary rent,Population (persons) 3/,Per capita incomes (dollars),Per capita personal income 4/,Per capita net earnings 4/,Per capita personal current transfer receipts 4/,Per capita income maintenance benefits 4/,Per capita unemployment insurance compensation 4/,Per capita retirement and other 4/,"Per capita dividends, interest, and rent 4/",Per capita dividends 4/,Per capita interest 4/,Per capita rent 4/,Place of work profile (millions of dollars),Earnings by place of work,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 5/,Employer contributions for government social insurance,Proprietors' income,Farm proprietors' income,Nonfarm proprietors' income,Total employment (number of jobs),Wage and salary employment,Proprietors employment,Farm proprietors employment 6/,Nonfarm proprietors employment,Average earnings per job (dollars),Average wages and salaries,Average nonfarm proprietors' income,Column1
Georgia,2003,NA,264925.8,NA,189062.3,32841.3,3935.5,1037.8,27868,43022.2,12686.1,24437.2,16730.2,7707,5898.9,4541.3,1357.6,8622793,NA,30724,21926,3809,456,120,3232,4989,1471,2834,684,NA,211055.8,150824.6,32713.7,22699.3,10014.4,27517.5,1752.5,25765,4895247,4054398,840849,42935,797914,43114,37200,32290,
Georgia,2004,NA,279469.4,NA,199809.2,35393,4497.1,672.9,30223,44267.2,15222.3,22987,16920.5,6066.5,6057.9,4653,1405,8769252,NA,31869,22785,4036,513,77,3446,5048,1736,2621,691,NA,223622.6,158364.4,35150.3,23941.9,11208.4,30107.9,1815.8,28292.1,5021690,4114163,907527,41856,865671,44531,38493,32682,
Georgia,2005,NA,296727.3,NA,209680.7,38622.1,5007.7,586.8,33027.7,48424.5,16327.7,26624.2,17901.6,8722.6,5472.6,4025.4,1447.2,8925922,NA,33243,23491,4327,561,66,3700,5425,1829,2983,613,NA,234461.1,167388.8,36975.9,25416.1,11559.8,30096.3,2080.4,28015.9,5195833,4206767,989066,41943,947123,45125,39790,29580,
Georgia,2006,NA,316877.8,NA,221069,41480.4,5356.8,612.7,35510.8,54328.4,19722.4,29936.6,19138.7,10797.8,4669.5,3184.4,1485.1,9155813,NA,34609,24145,4530,585,67,3878,5934,2154,3270,510,NA,247332.8,177134,39063,26919.6,12143.4,31135.9,1250.5,29885.4,5358038,4297606,1060432,41231,1019201,46161,41217,29322,
Georgia,2007,NA,331391.4,NA,226989,44654.1,5517.8,692.1,38444.2,59748.3,22224.6,33414.3,20469.7,12944.6,4109.4,2410.6,1698.9,9349988,NA,35443,24277,4776,590,74,4112,6390,2377,3574,440,NA,253965.8,186674,40155.4,27792,12363.4,27136.3,1449.1,25687.2,5490688,4353198,1137490,40101,1097389,46254,42882,23408,
Georgia,2008,NA,333747.3,NA,221905.5,51426.7,6226.2,1259.7,43940.8,60415.1,20492.9,34084,21934.2,12149.8,5838.2,3796.1,2042.1,9504843,NA,35113,23347,5411,655,133,4623,6356,2156,3586,614,NA,249905.5,188018.4,40830.6,27958,12872.5,21056.6,1718.7,19337.9,5450887,4313134,1137753,38996,1098757,45847,43592,17600,
Georgia,2009,NA,327375.3,NA,215889.8,56530.7,7618.5,3432.9,45479.3,54954.8,14176.6,32845.9,22556.1,10289.8,7932.3,5660.9,2271.4,9620846,NA,34028,22440,5876,792,357,4727,5712,1474,3414,824,NA,243352,178941.8,42384.2,29884.9,12499.3,22026,1580.9,20445.1,5247022,4074870,1172152,37859,1134293,46379,43914,18025,
Georgia,2010,NA,335318,NA,219372.6,61975.3,8592.2,3379.9,50003.2,53970.1,13722.5,30922,22138,8784,9325.6,6717.1,2608.4,9712696,NA,34524,22586,6381,885,348,5148,5557,1413,3184,960,NA,247331.8,180994.2,42546.1,29803.7,12742.4,23791.5,1034.9,22756.6,5211352,4028041,1183311,37197,1146114,47460,44934,19855,
Georgia,2011,NA,359574.7,NA,231799.6,64914.1,9118.2,2540.1,53255.8,62861,17424.1,34519.7,23780.7,10739,10917.2,7881,3036.2,9810595,NA,36652,23627,6617,929,259,5428,6407,1776,3519,1113,NA,257811,187601,44253.9,31007.8,13246,25956.2,1301.6,24654.6,5325616,4066303,1259313,36666,1222647,48410,46136,20165,
Georgia,2012,NA,367803.7,NA,239393.4,64291.1,9340.1,1938.2,53012.8,64119.2,21292.5,31039.5,21878.9,9160.7,11787.2,8650.8,3136.4,9911171,NA,37110,24154,6487,942,196,5349,6469,2148,3132,1189,NA,266463.5,195336.7,44787.7,31042,13745.7,26339.1,1974,24365.1,5384572,4123085,1261487,35401,1226086,49486,47376,19872,
Georgia,2013,NA,373356.2,NA,244241.1,66629.2,9615.3,1327.4,55686.4,62485.9,20528.2,29456.2,21574.6,7881.6,12501.6,9252.4,3249.2,9981773,NA,37404,24469,6675,963,133,5579,6260,2057,2951,1252,NA,275964.3,200728.6,48231.3,34001.4,14229.9,27004.5,2243.6,24760.9,5496783,4199911,1296872,35501,1261371,50205,47794,19630,
Georgia,2014,NA,398881.8,NA,258676,69941.7,9533.1,557.8,59850.8,70264.1,25417.8,31361.6,22479.6,8881.9,13484.7,9821.4,3663.4,10083850,NA,39556,25652,6936,945,55,5935,6968,2521,3110,1337,NA,291984.1,212128.2,50194.3,35355.7,14838.5,29661.7,1541.6,28120.1,5670393,4319374,1351019,34761,1316258,51493,49111,21364,
Georgia,2015,NA,422845,NA,274143.8,73089.1,9301.2,444.3,63343.6,75612.1,27761.8,33168,23814.6,9353.4,14682.3,10726.6,3955.7,10199533,NA,41457,26878,7166,912,44,6210,7413,2722,3252,1440,NA,309070.8,224025.8,51768,36182.2,15585.9,33277,1925.9,31351.2,5831465,4438480,1392985,34699,1358286,53001,50474,23081,
Georgia,2016,NA,439574.4,NA,286093.9,75740.8,9202.8,379.6,66158.4,77739.8,28871.2,33334.4,23856.8,9477.6,15534.1,11530.6,4003.5,10313620,NA,42621,27739,7344,892,37,6415,7538,2799,3232,1506,NA,322688.6,234683.8,53770.4,37661.2,16109.2,34234.4,1210.2,33024.3,5970472,4551906,1418566,35081,1383485,54047,51557,23870,
Georgia,2017,NA,460402.9,NA,301400.7,78432.4,9015.5,353.9,69063.1,80569.8,29791.4,34395.2,23863.1,10532.2,16383.1,12412.4,3970.8,10429379,NA,44145,28899,7520,864,34,6622,7725,2856,3298,1571,NA,339707,246139,56028.9,39281.2,16747.8,37539,1549.5,35989.5,6083808,4641076,1442732,34566,1408166,55838,53035,25558,
Hawaii,1998,NA,32703.4,NA,21447.7,3766.3,593.7,150.5,3022,7489.4,1148.7,5261.8,3611.6,1650.2,1078.9,596.3,482.6,1215233,NA,26911,17649,3099,489,124,2487,6163,945,4330,888,NA,24118.7,17621,4098.6,2771.2,1327.4,2399.1,38.3,2360.8,738175,606429,131746,5297,126449,32673,29057,18670,
Hawaii,1999,NA,33864.3,NA,22336.1,3922.2,593.6,133.4,3195.1,7606,1176.2,5315.6,3723.9,1591.8,1114.2,683.2,430.9,1210300,NA,27980,18455,3241,490,110,2640,6284,972,4392,921,NA,25076,18185.4,4214.3,2861,1353.3,2676.2,43.8,2632.4,738111,607879,130232,5274,124958,33973,29916,21066,
Hawaii,2000,NA,35852.4,NA,23703.8,4130.2,582.4,107.5,3440.3,8018.4,1368.5,5542.5,3796.1,1746.4,1107.5,703.6,403.8,1213519,NA,29544,19533,3403,480,89,2835,6608,1128,4567,913,NA,26592.7,19173,4474.3,3043.9,1430.4,2945.3,40.4,2905,749439,624169,125270,5258,120012,35483,30718,24206,
Hawaii,2001,NA,37354.5,NA,25015.3,4450.4,553.9,147.8,3748.6,7888.8,1292.6,5456.3,3691,1765.3,1139.9,716.7,423.2,1225948,NA,30470,20405,3630,452,121,3058,6435,1054,4451,930,NA,28063.1,19831.1,4803.1,3296.9,1506.2,3429,39.1,3389.8,752548,628046,124502,5236,119266,37291,31576,28422,
Hawaii,2002,NA,39012.2,NA,26592.7,4807.1,604,202.5,4000.6,7612.4,1421.9,5037.1,3704.6,1332.5,1153.3,732.1,421.3,1239613,NA,31471,21452,3878,487,163,3227,6141,1147,4063,930,NA,29837.1,20867.5,5294.4,3682.4,1612,3675.1,49.9,3625.2,757721,631037,126684,4795,121889,39377,33069,29742,
Hawaii,2003,NA,40852.2,NA,28269.5,4962.9,604,168.1,4190.8,7619.8,1392.9,4994.9,3789.1,1205.8,1232,826.9,405.1,1251154,NA,32652,22595,3967,483,134,3350,6090,1113,3992,985,NA,31760.8,22005.6,5930,4164.9,1765.1,3825.1,51.4,3773.8,773638,642343,131295,4719,126576,41054,34258,29814,
Hawaii,2004,NA,44054.8,NA,30381.4,5291.6,643.2,120.6,4527.8,8381.7,1998,4904.5,3906.2,998.3,1479.2,1033.1,446.1,1273569,NA,34592,23855,4155,505,95,3555,6581,1569,3851,1161,NA,34048.6,23664.9,6309.8,4494.2,1815.6,4073.9,44.1,4029.9,797263,657931,139332,4604,134728,42707,35969,29911,
Hawaii,2005,NA,47359.5,NA,32588.3,5727.3,709.8,93.2,4924.4,9043.9,2133.7,5449.4,4054.7,1394.6,1460.8,976.7,484.1,1292729,NA,36635,25209,4430,549,72,3809,6996,1651,4215,1130,NA,36522.7,25185.8,6831.1,4885.1,1946,4505.8,63.2,4442.6,819997,674135,145862,4605,141257,44540,37360,31450,
Hawaii,2006,NA,50773.5,NA,34342.7,6041.7,742.3,100.4,5199,10389.1,2832.8,6236.3,4380.3,1856,1320,791.2,528.8,1309731,NA,38766,26221,4613,567,77,3970,7932,2163,4762,1008,NA,38590.1,26870.6,6994.8,4892.5,2102.4,4724.7,69.3,4655.4,842413,690321,152092,4513,147579,45809,38925,31545,
Hawaii,2007,NA,53520.2,NA,35445,6636.6,795.8,113.6,5727.2,11438.6,3284.1,6997.8,4715.9,2282,1156.6,562.9,593.7,1315675,NA,40679,26941,5044,605,86,4353,8694,2496,5319,879,NA,39887.5,28394.2,7362.8,5200.2,2162.6,4130.4,53.4,4077.1,864625,698292,166333,6149,160184,46133,40662,25453,
Hawaii,2008,NA,56166.2,NA,36148.8,7726.7,898.5,240.9,6587.3,12290.6,3351.4,7211,5007.1,2203.9,1728.2,983.8,744.4,1332213,NA,42160,27134,5800,674,181,4945,9226,2516,5413,1297,NA,40680.5,29195.8,7620.9,5442.9,2178,3863.8,43.7,3820.1,858402,692977,165425,6006,159419,47391,42131,23963,
Hawaii,2009,NA,56013.4,NA,35691.4,8293.7,1045.3,558.2,6690.2,12028.3,2277.3,7523.3,5370.9,2152.4,2227.7,1481.2,746.5,1346717,NA,41593,26503,6158,776,414,4968,8932,1691,5586,1654,NA,40167.4,28516.5,7507.1,5346.7,2160.4,4143.8,87.3,4056.5,829897,664720,165177,5903,159274,48400,42900,25468,
Hawaii,2010,NA,57101.4,NA,36246.1,9287.3,1173.1,597.4,7516.8,11568,2075.8,6644.1,4942.9,1701.3,2848,1980.9,867.1,1363817,NA,41869,26577,6810,860,438,5512,8482,1522,4872,2088,NA,40953,28599.4,7962.5,5593.4,2369.1,4391.1,79.6,4311.5,824460,661142,163318,5848,157470,49672,43258,27380,
Hawaii,2011,NA,59922.3,NA,37976.3,9653.1,1229.1,485.1,7938.8,12292.9,2302.7,6598.6,5009.4,1589.1,3391.7,2339.2,1052.5,1378323,NA,43475,27553,7003,892,352,5760,8919,1671,4787,2461,NA,42453.3,29451.3,8715,6152.1,2562.8,4287.1,114.3,4172.8,835012,668971,166041,5776,160265,50842,44025,26037,
Hawaii,2012,NA,62434.6,NA,39862.7,9514.5,1243.4,405.5,7865.5,13057.5,2722.7,6649.3,5120.7,1528.6,3685.5,2590.3,1095.2,1392772,NA,44828,28621,6831,893,291,5647,9375,1955,4774,2646,NA,44495.7,30667.3,8872.7,6206.2,2666.5,4955.7,62,4893.6,849156,680842,168314,5636,162678,52400,45043,30082,
Hawaii,2013,NA,63355.1,NA,40408.5,9863.6,1306.2,274.8,8282.6,13083,2675.2,6504.6,5144.4,1360.2,3903.2,2751.3,1151.9,1408038,NA,44995,28698,7005,928,195,5882,9292,1900,4620,2772,NA,45821,31514.2,9307.1,6491.1,2816,4999.7,33.5,4966.2,868122,693539,174583,5693,168890,52782,45440,29405,
Hawaii,2014,NA,66899.4,NA,42202.9,10545.4,1335.1,184.6,9025.6,14151.2,3122.1,6937.2,5421,1516.2,4091.9,2760.5,1331.4,1417710,NA,47188,29768,7438,942,130,6366,9982,2202,4893,2886,NA,47658.4,32815.8,9696,6975.6,2720.4,5146.6,5.4,5141.2,882801,702977,179824,5696,174128,53985,46681,29526,
Hawaii,2015,NA,70323.4,NA,44360.2,10901.5,1275.5,144,9482,15061.8,3230.9,7082.3,5544.9,1537.5,4748.5,3263.8,1484.7,1426320,NA,49304,31101,7643,894,101,6648,10560,2265,4965,3329,NA,50060,34567.2,9990.5,7185.4,2805,5502.3,52.2,5450.1,901144,715201,185943,5712,180231,55552,48332,30240,
Hawaii,2016,NA,72650.1,NA,45608.7,11306.8,1237.2,135,9934.7,15734.6,3378.2,7092.7,5531.5,1561.2,5263.7,3661.5,1602.2,1428683,NA,50851,31924,7914,866,94,6954,11013,2365,4964,3684,NA,51442.3,35809.1,10134.4,7321,2813.4,5498.8,-24.1,5522.9,912896,722186,190710,5705,185005,56351,49584,29852,
Hawaii,2017,NA,75355.1,NA,47226.4,11749.3,1224.5,161.4,10363.5,16379.4,3491.5,7356.4,5628.1,1728.3,5531.5,3942,1589.5,1427538,NA,52787,33082,8230,858,113,7260,11474,2446,5153,3875,NA,53287.2,37084.6,10443.9,7523.1,2920.7,5758.7,-8.9,5767.6,921881,727610,194271,5704,188567,57803,50968,30587,
Idaho,1998,NA,28286,NA,18632,3598.5,281.1,118.9,3198.4,6055.5,1513.1,3839.7,2192.4,1647.2,702.8,407.5,295.3,1252330,NA,22587,14878,2873,224,95,2554,4835,1208,3066,561,NA,20669.4,14010.2,3290,1988.5,1301.5,3369.1,605.1,2764,732684,564673,168011,24536,143475,28211,24811,19265,
Idaho,1999,NA,30123.4,NA,20201.8,3823.1,303.5,113.5,3406.1,6098.5,1481.1,3858.3,2288.5,1569.7,759.1,463.9,295.2,1275674,NA,23614,15836,2997,238,89,2670,4781,1161,3024,595,NA,22307.3,15090.4,3482.1,2126.3,1355.8,3734.9,650.3,3084.6,747188,580625,166563,24451,142112,29855,25990,21705,
Idaho,2000,NA,32601.2,NA,21980.8,4144.7,307.8,112.9,3724,6475.7,1591.1,4080.2,2392.9,1687.4,804.3,511.7,292.6,1299430,NA,25089,16916,3190,237,87,2866,4983,1224,3140,619,NA,24303.7,16650.5,3842.4,2366.3,1476.2,3810.8,616.8,3194,776910,604213,172697,24595,148102,31283,27557,21566,
Idaho,2001,NA,33979.5,NA,22642.1,4630.9,321.6,165.1,4144.2,6706.6,1526.5,4276.8,2456.2,1820.6,903.3,603.5,299.8,1319962,NA,25743,17154,3508,244,125,3140,5081,1156,3240,684,NA,25019.7,16997.5,3941.3,2450.2,1491.1,4080.9,719.1,3361.8,783399,610828,172571,24539,148032,31937,27827,22710,
Idaho,2002,NA,35112.4,NA,23486.2,5025.6,375.2,249.3,4401.2,6600.6,1659,3995.5,2507.9,1487.6,946.1,660.4,285.8,1340372,NA,26196,17522,3749,280,186,3284,4924,1238,2981,706,NA,25964.3,17443.5,4131.4,2604.8,1526.6,4389.4,642.6,3746.9,791311,612909,178402,24868,153534,32812,28460,24404,
Idaho,2003,NA,36321.7,NA,23873.5,5336.9,435.2,252.1,4649.6,7111.3,2030.1,4077.2,2624.9,1452.3,1004,719.1,284.9,1363380,NA,26641,17510,3914,319,185,3410,5216,1489,2991,736,NA,26462.9,17984.5,4374.2,2784.1,1590.1,4104.2,445,3659.1,800913,617083,183830,23888,159942,33041,29144,22878,
Idaho,2004,NA,39252.2,NA,25728.6,5717.8,481.3,176.2,5060.4,7805.8,2707.7,4090.9,2834.5,1256.4,1007.1,711.2,295.9,1391802,NA,28202,18486,4108,346,127,3636,5608,1945,2939,724,NA,28518.9,19243.2,4711.2,3026.4,1684.8,4564.6,912.3,3652.3,825327,632988,192339,23223,169116,34555,30401,21596,
Idaho,2005,NA,41760.7,NA,27074.7,6178,541.7,144.9,5491.4,8508,2958.6,4541.6,2946.2,1595.5,1007.7,719.9,287.9,1428241,NA,29239,18957,4326,379,101,3845,5957,2072,3180,706,NA,30150.6,20653.9,5089.8,3268.4,1821.4,4407,654.6,3752.3,861524,654842,206682,23036,183646,34997,31540,20432,
Idaho,2006,NA,46002.2,NA,29605.2,6706.5,558.7,121.8,6026,9690.6,3693.9,5032.6,3103.6,1929,964,631.1,332.9,1468669,NA,31322,20158,4566,380,83,4103,6598,2515,3427,656,NA,33113.8,22715.3,5685.2,3660.1,2025.2,4713.2,566.5,4146.7,899832,682736,217096,22450,194646,36800,33271,21304,
Idaho,2007,NA,48997.3,NA,31251.9,7282,627.7,139.1,6515.2,10463.3,3992.7,5585,3326.8,2258.2,885.6,506.3,379.3,1505105,NA,32554,20764,4838,417,92,4329,6952,2653,3711,588,NA,34935.1,24022.8,5965.1,3861.9,2103.2,4947.2,1009.5,3937.7,929495,699031,230464,22472,207992,37585,34366,18932,
Idaho,2008,NA,50089.2,NA,31003.8,8477.4,701.7,265,7510.7,10608,3701.6,5735,3538.4,2196.6,1171.4,695.7,475.7,1534320,NA,32646,20207,5525,457,173,4895,6914,2413,3738,763,NA,34667.5,23953.4,5997.6,3903.5,2094.1,4716.4,1029.3,3687.1,921093,691217,229876,22578,207298,37637,34654,17787,
Idaho,2009,NA,48408.7,NA,29685.7,9323.7,874.9,638.8,7810.1,9399.2,2440.1,5434.6,3618.3,1816.3,1524.6,1030.6,494,1554439,NA,31142,19097,5998,563,411,5024,6047,1570,3496,981,NA,33165.3,22800.3,5811.9,3753.6,2058.3,4553.1,328.9,4224.2,880480,649645,230835,22951,207884,37667,35097,20320,
Idaho,2010,NA,50144.5,NA,30445.3,10249.4,1016.9,598.9,8633.6,9449.7,2582.5,5073.4,3558.3,1515.1,1793.8,1230.8,563,1570912,NA,31921,19381,6525,647,381,5496,6015,1644,3230,1142,NA,34038.1,22945,5980.3,3752.4,2227.8,5112.8,821.6,4291.2,868718,642637,226081,22805,203276,39182,35704,21110,
Idaho,2011,NA,53041.3,NA,32091,10294,1089.7,440,8764.3,10656.3,3297.7,5249.9,3649.9,1600,2108.7,1427.4,681.3,1583180,NA,33503,20270,6502,688,278,5536,6731,2083,3316,1332,NA,35166.5,23460.9,5855.1,3622.7,2232.4,5850.4,1446.5,4403.9,878541,646362,232179,22683,209496,40028,36297,21021,
Idaho,2012,NA,56111.9,NA,33435,10430.5,1069.4,320.8,9040.3,12246.4,4256.9,5660.9,3786.4,1874.5,2328.6,1608.4,720.2,1594673,NA,35187,20967,6541,671,201,5669,7680,2669,3550,1460,NA,36382.1,24151.2,5933.1,3656.1,2277,6297.8,1388.8,4909,883148,652207,230941,22299,208642,41196,37030,23528,
Idaho,2013,NA,58236,NA,35419.6,10773.7,1078.3,213.9,9481.5,12042.7,4117.7,5336.1,3737.4,1598.7,2588.9,1833.4,755.5,1610187,NA,36167,21997,6691,670,133,5888,7479,2557,3314,1608,NA,38956.7,25253.6,6526.9,4199.7,2327.2,7176.2,1603,5573.2,902866,667781,235085,22272,212813,43148,37817,26188,
Idaho,2014,NA,61616,NA,37235,11242.7,1046.9,137.8,10058.1,13138.3,4729.2,5663.2,3942.3,1720.9,2745.9,1886.4,859.5,1630391,NA,37792,22838,6896,642,85,6169,8058,2901,3474,1684,NA,40856.2,26647.9,6380.1,4002.4,2377.7,7828.2,1671,6157.2,925190,685278,239912,22193,217719,44160,38886,28281,
Idaho,2015,NA,65610.8,NA,39251.5,11860,1021.4,127.4,10711.2,14499.2,5408.7,6083.9,4230.7,1853.2,3006.6,2054.4,952.2,1649324,NA,39780,23799,7191,619,77,6494,8791,3279,3689,1823,NA,43125.8,27868.6,7011.7,4543.8,2467.9,8245.5,1660.4,6585.1,948708,703568,245140,22323,222817,45457,39610,29554,
Idaho,2016,NA,68054.8,NA,40609.8,12372.8,1007.1,120.9,11244.8,15072.2,5590.9,6266,4374.3,1891.7,3215.2,2185.6,1029.6,1680026,NA,40508,24172,7365,599,72,6693,8971,3328,3730,1914,NA,44678.4,29412.9,7516.4,4931.1,2585.3,7749.1,1298.8,6450.3,975802,726463,249339,22208,227131,45786,40488,28399,
Idaho,2017,NA,71812.9,NA,42994.4,12931.8,977.4,110.3,11844.2,15886.7,5781.3,6726.1,4651.6,2074.5,3379.4,2359.8,1019.5,1716943,NA,41826,25041,7532,569,64,6898,9253,3367,3917,1968,NA,47315.1,31443.9,7935.1,5195.7,2739.4,7936.1,1319,6617,1002052,748265,253787,22204,231583,47218,42022,28573,
Illinois,1998,NA,368119.4,NA,250199.4,41558.6,4762.7,1099.2,35696.6,76361.4,19686,49114.7,26603.3,22511.4,7560.8,4472.7,3088.1,12271847,NA,29997,20388,3386,388,90,2909,6222,1604,4002,616,NA,280617,210272.4,43344.4,28911.7,14432.7,27000.2,1146.6,25853.6,7139373,6082793,1056580,81469,975111,39306,34568,26513,
Illinois,1999,NA,384036.2,NA,266509.5,42210.1,4524.2,1175.4,36510.5,75316.6,19052.7,48089.7,27186.5,20903.2,8174.2,5143.2,3031,12359020,NA,31073,21564,3415,366,95,2954,6094,1542,3891,661,NA,298437.3,222635,45734.8,30666,15068.7,30067.6,704.2,29363.3,7218569,6152804,1065765,80809,984956,41343,36184,29812,
Illinois,2000,NA,413443.2,NA,285701.2,44889.5,4493.5,1229.9,39166.1,82852.4,20874.1,53526.9,29411.1,24115.7,8451.4,5358.6,3092.9,12434161,NA,33251,22977,3610,361,99,3150,6663,1679,4305,680,NA,319419,236918.3,48429.7,32583.1,15846.6,34071,1434.1,32636.9,7357491,6243126,1114365,80224,1034141,43414,37949,31559,
Illinois,2001,NA,428742.3,NA,298247.5,48436.4,4615.3,1913.4,41907.7,82058.4,19459.9,53471.5,28941.8,24529.7,9127,5919.8,3207.2,12488445,NA,34331,23882,3878,370,153,3356,6571,1558,4282,731,NA,332949,242225,52851.3,36651.2,16200.1,37872.7,1278.3,36594.4,7309738,6189475,1120263,76657,1043606,45549,39135,35065,
Illinois,2002,NA,434249.5,NA,303520.7,52099.2,4984.4,3037.4,44077.4,78629.6,20732.8,48387.9,29160.2,19227.7,9508.8,6371.1,3137.7,12525556,NA,34669,24232,4159,398,242,3519,6278,1655,3863,759,NA,338837.4,242962.3,56199.5,39792.3,16407.3,39675.6,609.3,39066.3,7217677,6082004,1135673,66349,1069324,46945,39948,36534,
Illinois,2003,NA,441946.1,NA,309053.1,54297.9,5380.7,3022,45895.2,78595,21439.7,46941.7,29231.6,17710.1,10213.6,7146.4,3067.1,12556006,NA,35198,24614,4324,429,241,3655,6260,1708,3739,813,NA,345164,245880.7,58743.6,41808,16935.6,40539.7,1399.6,39140.1,7191486,6011017,1180469,63342,1117127,47996,40905,35036,
Illinois,2004,NA,459074.1,NA,321534.7,56258.7,6181.1,2164.8,47912.8,81280.6,27367.3,43152.2,29035.2,14117,10761.2,7557.9,3203.3,12589773,NA,36464,25539,4469,491,172,3806,6456,2174,3428,855,NA,359740.1,256636,61947.9,43762.3,18185.7,41156.1,3081.9,38074.2,7244982,6010044,1234938,61664,1173274,49654,42701,32451,
Illinois,2005,NA,477013.2,NA,329758.8,61767,7233.3,1822.9,52710.8,85487.3,27320.3,47983.6,28700.3,19283.4,10183.4,6489.7,3693.8,12609903,NA,37828,26151,4898,574,145,4180,6779,2167,3805,808,NA,370187.2,267015.6,65814.7,46356.9,19457.8,37356.9,1281.8,36075.1,7334790,6045861,1288929,61040,1227889,50470,44165,29380,
Illinois,2006,NA,509272.2,NA,348501.5,62812.2,7716.2,1668.4,53427.7,97958.5,34310.6,54532.4,30548.7,23983.7,9115.4,5021.2,4094.3,12643955,NA,40278,27563,4968,610,132,4226,7747,2714,4313,721,NA,390791,282717.7,68510.4,48442.7,20067.7,39562.8,1525.6,38037.2,7448603,6125051,1323552,59651,1263901,52465,46158,30095,
Illinois,2007,NA,538588.1,NA,363287.2,69351,7524.5,1866.1,59960.5,105949.9,38427.7,59743.6,32064.3,27679.2,7778.6,3639.8,4138.8,12695866,NA,42422,28615,5462,593,147,4723,8345,3027,4706,613,NA,407859.3,297875.1,70882.8,50200.9,20681.9,39101.4,2668.5,36432.9,7577634,6168678,1408956,62769,1346187,53824,48288,27064,
Illinois,2008,NA,552022.2,NA,366639.7,76285.5,8061,2751.2,65473.3,109096.9,38194.2,60494.9,34154.2,26340.7,10407.7,5923.2,4484.6,12747038,NA,43306,28763,5985,632,216,5136,8559,2996,4746,816,NA,411450.4,303356.4,72041.8,51311.4,20730.4,36052.2,3888.4,32163.8,7553059,6137104,1415955,62656,1353299,54475,49430,23767,
Illinois,2009,NA,525582.4,NA,345383.8,85706.7,9410.2,6991.2,69305.3,94491.9,26149.6,54860.5,33932,20928.6,13481.7,8895.1,4586.6,12796778,NA,41071,26990,6698,735,546,5416,7384,2043,4287,1054,NA,388621.1,286703,72062.1,52493.8,19568.3,29856,2042.8,27813.2,7304316,5846112,1458204,62244,1395960,53204,49042,19924,
Illinois,2010,NA,540463.8,NA,354791.6,93254.1,10116.5,7201.1,75936.5,92418.1,25668.1,50540,32740.7,17799.4,16210,11004,5206,12841196,NA,42088,27629,7262,788,561,5914,7197,1999,3936,1262,NA,398739.6,290793.8,71763,51710.8,20052.2,36182.8,2053.9,34129,7251002,5790356,1460646,62436,1398210,54991,50220,24409,
Illinois,2011,NA,568154.3,NA,375857.2,89269.9,10617.9,5455.1,73196.8,103027.2,32091.7,51834.7,33412.3,18422.4,19100.8,12935.8,6165,12862298,NA,44172,29222,6940,826,424,5691,8010,2495,4030,1485,NA,417723.2,302711.5,74923.5,53409.2,21514.3,40088.2,4735.3,35352.9,7376100,5851115,1524985,62365,1462620,56632,51736,24171,
Illinois,2012,NA,593271.4,NA,390834.9,89370.4,10906.3,4192.9,74271.2,113066,38950.5,53890.7,33831,20059.7,20224.8,13883.8,6341,12878494,NA,46067,30348,6940,847,326,5767,8779,3024,4185,1570,NA,434255.4,314743.6,77371.8,54545.7,22826.1,42140,2534.8,39605.2,7434661,5922889,1511772,61515,1450257,58410,53140,27309,
Illinois,2013,NA,607909.7,NA,403986.9,93185.5,11161.2,3542.4,78481.8,110737.3,37501.1,51910.5,33716.9,18193.6,21325.7,14776.5,6549.2,12890403,NA,47160,31340,7229,866,275,6088,8591,2909,4027,1654,NA,453704.8,320099.4,80287.6,57406,22881.6,53317.8,7482.5,45835.3,7503158,5965073,1538085,62130,1475955,60469,53662,31055,
Illinois,2014,NA,638061.4,NA,417774.7,94870.6,11308.6,2022.1,81540,125416.1,45049.7,57398.8,36408.3,20990.5,22967.6,15631.5,7336.1,12882438,NA,49530,32430,7364,878,157,6330,9735,3497,4456,1783,NA,468659.5,333241.3,79981.4,56630.5,23350.9,55436.8,3057.4,52379.5,7613440,6044058,1569382,61670,1507712,61557,55135,34741,
Illinois,2015,NA,664296.2,NA,431117.5,100214.5,11918.4,1788.9,86507.2,132964.1,47357,61340.2,39057.7,22282.5,24267,16354.7,7912.3,12862051,NA,51648,33519,7791,927,139,6726,10338,3682,4769,1887,NA,483754.7,350074.3,81005.6,57077.8,23927.9,52674.8,-244.9,52919.6,7748492,6139569,1608923,60902,1548021,62432,57019,34185,
Illinois,2016,NA,673528.9,NA,436983.7,100912.9,11400,1798.5,87714.4,135632.3,49183.6,61031,38377.7,22653.3,25417.7,17128.4,8289.3,12835726,NA,52473,34044,7862,888,140,6834,10567,3832,4755,1980,NA,490618.8,355572.7,82919.6,58755,24164.6,52126.6,2099.6,50027,7798813,6176576,1622237,59838,1562399,62909,57568,32019,
