StateFull,Year,Place of residence profile,Personal income (millions of dollars),Derivation of personal income,Net earnings by place of residence,Personal current transfer receipts,Income maintenance benefits 1/,Unemployment insurance compensation,Retirement and other,"Dividends, interest, and rent",Personal dividend income,Personal interest income,Imputed interest receipts 2/,Monetary interest receipts,Rental income of persons,Imputed rent,Monetary rent,Population (persons) 3/,Per capita incomes (dollars),Per capita personal income 4/,Per capita net earnings 4/,Per capita personal current transfer receipts 4/,Per capita income maintenance benefits 4/,Per capita unemployment insurance compensation 4/,Per capita retirement and other 4/,"Per capita dividends, interest, and rent 4/",Per capita dividends 4/,Per capita interest 4/,Per capita rent 4/,Place of work profile (millions of dollars),Earnings by place of work,Wages and salaries,Supplements to wages and salaries,Employer contributions for employee pension and insurance funds 5/,Employer contributions for government social insurance,Proprietors' income,Farm proprietors' income,Nonfarm proprietors' income,Total employment (number of jobs),Wage and salary employment,Proprietors employment,Farm proprietors employment 6/,Nonfarm proprietors employment,Average earnings per job (dollars),Average wages and salaries,Average nonfarm proprietors' income,Column1
New York,2017,NA,1281082.4,NA,785384.9,226704.5,22109.2,2118.2,202477,268993,81201.6,139471.2,85145.5,54325.8,48320.2,34706.3,13613.9,19849399,NA,64540,39567,11421,1114,107,10201,13552,4091,7026,2434,NA,958646.9,673153.3,154498.4,106776,47722.5,130995.2,487.9,130507.3,12436400,9623705,2812695,32621,2780074,77084,69947,46944,
North Carolina,1998,NA,198159.7,NA,132681,26424.8,3087.7,420,22917.1,39053.9,10693.8,24306.6,14826.7,9479.9,4053.5,2663,1390.5,7809121,NA,25375,16991,3384,395,54,2935,5001,1369,3113,519,NA,150625.4,112582.4,23644.1,15365.7,8278.4,14399,1915.4,12483.5,4708195,3989487,718708,59720,658988,31992,28220,18943,
North Carolina,1999,NA,208306.3,NA,140807,28061.8,3356.2,453.2,24252.4,39437.5,9917.5,25074.8,15603.4,9471.3,4445.2,3040.6,1404.7,7949361,NA,26204,17713,3530,422,57,3051,4961,1248,3154,559,NA,159949.1,120556.8,25332,16528,8804,14060.3,1741.9,12318.4,4802414,4079016,723398,59417,663981,33306,29555,18552,
North Carolina,2000,NA,221868.1,NA,150113.1,30026.2,3239.4,518.5,26268.3,41728.8,10449.2,26611.7,16310.5,10301.2,4668,3289.6,1378.4,8081614,NA,27453,18575,3715,401,64,3250,5163,1293,3293,578,NA,170461.7,129043.5,26849.1,17510.2,9338.9,14569.2,2520.7,12048.5,4891957,4131229,760728,58546,702182,34845,31236,17159,
North Carolina,2001,NA,228431.7,NA,153083,33503.7,3279.4,971.5,29252.9,41845,9586.9,26848.8,16161,10687.8,5409.3,3931.5,1477.8,8210122,NA,27823,18646,4081,399,118,3563,5097,1168,3270,659,NA,174113.3,132002.6,28368.7,18671.7,9697,13742,2605.7,11136.4,4855476,4078858,776618,56262,720356,35859,32363,15460,
North Carolina,2002,NA,231805.7,NA,154938.4,36263.5,3916.8,1507.8,30838.9,40603.8,10504,24412.9,16222.1,8190.8,5686.8,4220,1466.8,8326201,NA,27841,18609,4355,470,181,3704,4877,1262,2932,683,NA,176206.9,133601.8,29356,19657.9,9698.1,13249.1,902.7,12346.5,4841986,4048064,793922,49010,744912,36391,33004,16574,
North Carolina,2003,NA,241164.5,NA,161245,38138.6,4147.3,1419.9,32571.3,41781,11398.8,24531.6,16747.1,7784.5,5850.6,4438.7,1412,8422501,NA,28633,19145,4528,492,169,3867,4961,1353,2913,695,NA,183376.9,136786.2,31554.1,21121.3,10432.8,15036.6,1053.6,13983,4851933,4024653,827280,46729,780551,37795,33987,17914,
North Carolina,2004,NA,261528.4,NA,174761.8,41117.1,4546.8,1017.4,35552.9,45649.4,14844.1,24591.7,17659.8,6932,6213.6,4747.1,1466.5,8553152,NA,30577,20432,4807,532,119,4157,5337,1736,2875,726,NA,197981,144742.4,33751.1,22878.9,10872.1,19487.5,1807.2,17680.3,4961634,4086449,875185,44425,830760,39902,35420,21282,
North Carolina,2005,NA,281072.8,NA,186671.4,44630.5,4991.6,799.8,38839,49770.9,15244.5,29053.3,18942.7,10110.6,5473.1,3962.3,1510.8,8705407,NA,32287,21443,5127,573,92,4461,5717,1751,3337,629,NA,211519.1,152363.9,36495.4,24856,11639.4,22659.9,2666.1,19993.7,5093049,4161322,931727,41800,889927,41531,36614,22467,
North Carolina,2006,NA,305336.6,NA,202789.5,48658.6,5330.6,834.4,42493.7,53888.5,18751.8,30495.5,19452.3,11043.2,4641.2,3092,1549.1,8917270,NA,34241,22741,5457,598,94,4765,6043,2103,3420,520,NA,229570.5,163308.2,38612.1,26227,12385.2,27650.2,2009,25641.2,5251538,4275884,975654,40163,935491,43715,38193,27409,
North Carolina,2007,NA,328910.1,NA,216581.9,52343.5,5414.8,860.1,46068.6,59984.6,21452.2,34387.3,21042.7,13344.6,4145.2,2397.6,1747.6,9118037,NA,36072,23753,5741,594,94,5052,6579,2353,3771,455,NA,245339.7,173894.6,40758.9,27582.4,13176.6,30686.2,1551.2,29135,5430998,4381114,1049884,44032,1005852,45174,39692,28966,
North Carolina,2008,NA,350372.6,NA,227955.5,59450.2,5943.3,1506.9,52000,62967,21394.4,35554,22723,12831,6018.7,3818.4,2200.3,9309449,NA,37636,24486,6386,638,162,5586,6764,2298,3819,647,NA,257505.5,177813.4,41624.9,28075.8,13549,38067.2,1574.1,36493.1,5413586,4369182,1044404,43711,1000693,47567,40697,36468,
North Carolina,2009,NA,337787,NA,214629.5,66498.1,7069.2,4297.3,55131.6,56659.4,14627.1,33932.1,23409.8,10522.2,8100.2,5853,2247.2,9449566,NA,35746,22713,7037,748,455,5834,5996,1548,3591,857,NA,243168.1,169548.5,41906.5,28774.7,13131.8,31713.2,1715.9,29997.3,5215744,4156151,1059593,43625,1015968,46622,40795,29526,
North Carolina,2010,NA,340764.3,NA,214987.8,70644.2,7726.2,4615.9,58302.1,55132.4,13876.8,31240.1,22796.4,8443.7,10015.5,7430.9,2584.6,9574247,NA,35592,22455,7379,807,482,6089,5758,1449,3263,1046,NA,243762,173519.4,42995.6,29762.8,13232.8,27247,1973.5,25273.5,5178363,4124455,1053908,43232,1010676,47073,42071,25007,
North Carolina,2011,NA,354294.4,NA,220647.1,72377.8,8018.1,4091.9,60267.7,61269.5,16615.3,32170.6,23325.2,8845.4,12483.7,9358.5,3125.1,9662940,NA,36665,22834,7490,830,423,6237,6341,1719,3329,1292,NA,247464.4,179966.2,42561.5,28598.4,13963.1,24936.8,1539.6,23397.2,5292814,4175842,1116972,42870,1074102,46755,43097,21783,
North Carolina,2012,NA,379031.2,NA,239177.1,73976.9,8220.4,2837.2,62919.3,65877.1,19843.6,32706.5,23509.8,9196.7,13327,10073.4,3253.6,9755299,NA,38854,24518,7583,843,291,6450,6753,2034,3353,1366,NA,267072.2,187090.8,45279.8,30721.4,14558.4,34701.6,2245.4,32456.2,5356443,4241784,1114659,42086,1072573,49860,44107,30260,
North Carolina,2013,NA,375057,NA,234605.3,75389.9,8472.5,1535.3,65382.1,65061.8,19295.1,31434.8,23359.3,8075.5,14331.9,10972.8,3359,9849812,NA,38078,23818,7654,860,156,6638,6605,1959,3191,1455,NA,266760.4,192266.7,45607.3,30617.7,14989.7,28886.4,2744.5,26141.9,5437125,4298323,1138802,42309,1096493,49063,44731,23841,
North Carolina,2014,NA,397410.7,NA,246251.2,78423.1,8570.3,491.9,69360.9,72736.4,23093.5,34577.3,24955.2,9622.1,15065.6,11237.9,3827.7,9941160,NA,39976,24771,7889,862,49,6977,7317,2323,3478,1515,NA,280027.8,200930.4,49104.2,33333.4,15770.7,29993.2,3044.8,26948.4,5560638,4380948,1179690,41910,1137780,50359,45865,23685,
North Carolina,2015,NA,419888.9,NA,258325.4,82845.1,8691.5,315.2,73838.4,78718.4,25598,36901.7,26517.7,10384.1,16218.7,12062.6,4156.1,10041769,NA,41814,25725,8250,866,31,7353,7839,2549,3675,1615,NA,294005.3,212838,50644.3,34086.4,16557.9,30523,2477.2,28045.9,5695713,4494854,1200859,41403,1159456,51619,47351,24189,
North Carolina,2016,NA,433766.4,NA,266874.6,85604.6,8730.6,261.4,76612.6,81287.1,26641.2,37427.3,26878.8,10548.5,17218.5,12701.8,4516.8,10156689,NA,42707,26276,8428,860,26,7543,8003,2623,3685,1695,NA,303795,221422.2,50486,33784.9,16701.1,31886.7,1776,30110.7,5829499,4588883,1240616,40677,1199939,52113,48252,25094,
North Carolina,2017,NA,454306.9,NA,280401.8,88932.1,8343.2,226.9,80362,84973,27500.1,39325.5,27656,11669.4,18147.5,13667.7,4479.8,10273419,NA,44222,27294,8657,812,22,7822,8271,2677,3828,1766,NA,318753.7,232254.8,52074.6,35087.1,16987.5,34424.3,2250.2,32174.1,5919928,4657504,1262424,40499,1221925,53844,49867,26331,
North Dakota,1998,NA,15195.7,NA,9512.5,2209.3,151.8,29.2,2028.2,3473.9,633.4,2463.9,1409,1054.9,376.6,134.4,242.2,647532,NA,23467,14690,3412,234,45,3132,5365,978,3805,582,NA,11295,7635.9,1665.4,902.6,762.8,1993.7,834.3,1159.4,434930,336527,98403,32745,65658,25970,22690,17658,
North Dakota,1999,NA,15428.7,NA,9705.4,2304.2,161.6,34.4,2108.3,3419.1,628.4,2400.3,1427.9,972.4,390.3,149.2,241.1,644259,NA,23948,15064,3577,251,53,3272,5307,975,3726,606,NA,11554.3,7968.5,1708.9,935.1,773.8,1876.8,561.8,1315,435651,340001,95650,31944,63706,26522,23437,20642,
North Dakota,2000,NA,16805,NA,10646.4,2472.2,163.9,33.5,2274.8,3686.4,687.6,2607.3,1521.4,1085.9,391.6,163.1,228.4,642023,NA,26175,16583,3851,255,52,3543,5742,1071,4061,610,NA,12600.1,8359.6,1864.8,1048.2,816.6,2375.7,956.7,1418.9,440643,342387,98256,31865,66391,28595,24416,21372,
North Dakota,2001,NA,17126.6,NA,10833.1,2536.9,164.9,36.4,2335.6,3756.7,683,2623.4,1521.6,1101.8,450.3,200.5,249.8,639062,NA,26800,16951,3970,258,57,3655,5878,1069,4105,705,NA,12856.6,8782.5,2018.2,1209.8,808.4,2056,639.2,1416.7,445433,344694,100739,31963,68776,28863,25479,20599,
North Dakota,2002,NA,17527.7,NA,11122.6,2688.5,181.2,59.5,2447.8,3716.6,772.4,2469.1,1574.6,894.5,475.1,219.1,255.9,638168,NA,27466,17429,4213,284,93,3836,5824,1210,3869,744,NA,13217.6,9109.5,2133.7,1289.8,844,1974.3,454.9,1519.4,442537,345912,96625,28244,68381,29868,26335,22219,
North Dakota,2003,NA,19022.2,NA,12545.9,2787.6,208.8,59.2,2519.7,3688.6,836.4,2418.2,1598.7,819.5,434,219.5,214.5,638817,NA,29777,19639,4364,327,93,3944,5774,1309,3785,679,NA,14752.6,9558.2,2293.2,1405.3,887.9,2901.2,1362.5,1538.7,443699,347433,96266,26833,69433,33249,27511,22161,
North Dakota,2004,NA,19341.3,NA,12749.6,2947.5,214.4,44.9,2688.1,3644.2,990,2156.4,1547.9,608.5,497.9,255.5,242.3,644705,NA,30000,19776,4572,333,70,4170,5653,1536,3345,772,NA,15110.8,10268.2,2430.3,1493.6,936.7,2412.2,788.7,1623.5,453086,355611,97475,26249,71226,33351,28875,22794,
North Dakota,2005,NA,20416,NA,13564.2,3107,229.5,44.5,2833,3744.8,1027.8,2213.5,1490.7,722.8,503.5,218.8,284.6,646089,NA,31599,20994,4809,355,69,4385,5796,1591,3426,779,NA,16053.2,10790.4,2572.3,1606.3,966,2690.5,990.5,1700,461645,361718,99927,26127,73800,34774,29831,23036,
North Dakota,2006,NA,21434.1,NA,14050.9,3313.9,235.8,44.8,3033.3,4069.2,1208.3,2400.8,1541.9,858.9,460.1,181.4,278.8,649422,NA,33005,21636,5103,363,69,4671,6266,1861,3697,708,NA,16696.2,11508.9,2761.8,1771.7,990,2425.5,589.3,1836.2,471138,369207,101931,25615,76316,35438,31172,24060,
North Dakota,2007,NA,23798.8,NA,15653,3552.2,284.4,47.9,3219.8,4593.6,1481.4,2666.1,1638.9,1027.3,446.1,140.3,305.8,652822,NA,36455,23977,5441,436,73,4932,7037,2269,4084,683,NA,18470.1,12349.2,2897.3,1893.4,1003.8,3223.6,1443.7,1780,482505,375055,107450,26867,80583,38280,32926,22089,
North Dakota,2008,NA,26710.3,NA,17363.8,4017.7,322.5,58.5,3636.7,5328.8,1754.7,2934.2,1817.7,1116.6,639.9,198,441.9,657569,NA,40620,26406,6110,490,89,5531,8104,2668,4462,973,NA,20387.4,13386.2,3071.8,2010.6,1061.2,3929.4,2116.2,1813.2,491898,383039,108859,26927,81932,41446,34947,22131,
North Dakota,2009,NA,26507.4,NA,17248.5,4199.9,376.6,126.3,3697,5059,1399.5,2909.5,1934.2,975.3,750.1,307.1,443,664968,NA,39863,25939,6316,566,190,5560,7608,2105,4375,1128,NA,20471.4,13622.6,3313.4,2120.1,1193.3,3535.4,1332,2203.4,492417,381991,110426,26856,83570,41573,35662,26366,
North Dakota,2010,NA,29446.2,NA,19459.8,4543.3,420.7,119.4,4003.2,5443.1,1553.6,2819.3,1972.8,846.5,1070.3,415,655.2,674518,NA,43655,28850,6736,624,177,5935,8070,2303,4180,1587,NA,22930.4,14741.6,3560.7,2347.5,1213.2,4628.1,1894.1,2734,503813,392040,111773,26923,84850,45514,37602,32221,
North Dakota,2011,NA,32933.5,NA,21839.3,4649.6,424.2,94.8,4130.6,6444.6,2000.7,2946.5,2070,876.5,1497.4,553.7,943.7,684830,NA,48090,31890,6789,619,138,6032,9410,2922,4302,2187,NA,25785.8,16965.9,3923.1,2457.2,1465.9,4896.8,1741.1,3155.8,529779,412875,116904,27000,89904,48673,41092,35102,
North Dakota,2012,NA,38866.4,NA,26614.4,4691.9,421.3,83.7,4186.9,7560.1,2644.9,3133,2155.5,977.6,1782.2,664.8,1117.4,701380,NA,55414,37946,6690,601,119,5970,10779,3771,4467,2541,NA,31359.4,20175.4,4189.4,2627.6,1561.9,6994.6,3224.2,3770.4,567388,447229,120159,26795,93364,55270,45112,40384,
North Dakota,2013,NA,38867.3,NA,26089.7,4856.5,418.9,101.3,4336.3,7921.1,2717,3124.7,2229.1,895.6,2079.5,756.9,1322.6,722908,NA,53765,36090,6718,580,140,5998,10957,3758,4322,2877,NA,31858.4,21696,4594.9,2858.7,1736.2,5567.4,1592.3,3975.2,587398,463244,124154,26956,97198,54236,46835,40898,
North Dakota,2014,NA,41367.9,NA,27546.4,5058.6,423,80.1,4555.5,8762.9,2985.3,3266.9,2345.5,921.3,2510.8,822.6,1688.2,738658,NA,56004,37293,6848,573,108,6167,11863,4041,4423,3399,NA,34047.9,23987.2,5134.1,3154.2,1979.9,4926.6,503.4,4423.2,608318,480665,127653,26533,101120,55971,49904,43742,
North Dakota,2015,NA,40429.7,NA,26440,5323.5,444.8,115.3,4763.5,8666.1,2882.9,3491.7,2486.3,1005.4,2291.4,951.3,1340.1,754859,NA,53559,35026,7052,589,153,6310,11480,3819,4626,3036,NA,32681.9,23432.5,5196.4,3229.2,1967.1,4053,61.4,3991.7,599278,471312,127966,26404,101562,54535,49718,39303,
North Dakota,2016,NA,39766.2,NA,25526.5,5531.3,458.7,147.6,4925.1,8708.5,2948.1,3505.6,2477.5,1028.1,2254.8,1043.2,1211.6,755548,NA,52632,33785,7321,607,195,6519,11526,3902,4640,2984,NA,31173.4,21650.3,5296.7,3441.1,1855.5,4226.4,600.6,3625.9,579244,450659,128585,26200,102385,53817,48041,35414,
North Dakota,2017,NA,39483.6,NA,24778.1,5642.2,458.7,109.3,5074.2,9063.2,3035.2,3665.8,2541.8,1124,2362.2,1127.6,1234.6,755393,NA,52269,32802,7469,607,145,6717,11998,4018,4853,3127,NA,30659.1,22133.1,5531.4,3571.1,1960.2,2994.7,-165,3159.7,578334,447667,130667,26283,104384,53013,49441,30270,
Ohio,1998,NA,299075.5,NA,200113.2,42182.5,3884.1,652,37646.4,56779.7,13939,37262.8,20756,16506.8,5577.9,3655.2,1922.7,11311536,NA,26440,17691,3729,343,58,3328,5020,1232,3294,493,NA,227490.7,170532,37966.2,24861.4,13104.8,18992.5,911,18081.5,6599132,5649915,949217,83539,865678,34473,30183,20887,
Ohio,1999,NA,309265.5,NA,209732.6,43521.1,4066.9,663.3,38790.8,56011.9,12751.4,37140.7,21375,15765.7,6119.7,4209.1,1910.6,11335454,NA,27283,18502,3839,359,59,3422,4941,1125,3277,540,NA,238238.4,178845,39511.8,25883,13628.8,19881.6,505.3,19376.3,6681355,5726183,955172,82936,872236,35657,31233,22214,
Ohio,2000,NA,325951.6,NA,221135,46267.1,4164.5,724.5,41378.1,58549.5,13065,39198.9,22259.3,16939.6,6285.6,4430.1,1855.5,11363543,NA,28684,19460,4072,366,64,3641,5152,1150,3450,553,NA,249957.8,187374.7,41065.8,27545.1,13520.7,21517.3,876,20641.3,6789300,5781879,1007421,83089,924332,36816,32407,22331,
Ohio,2001,NA,334714.3,NA,226232.3,50407.1,4328.8,1222.9,44855.3,58074.9,12762.1,38366.9,21639.9,16727,6945.9,4931.7,2014.2,11387404,NA,29393,19867,4427,380,107,3939,5100,1121,3369,610,NA,255678.5,190021.3,42907.5,28978.6,13928.8,22749.7,770.2,21979.5,6725753,5709552,1016201,80527,935674,38015,33281,23491,
Ohio,2002,NA,339907.5,NA,230511.8,53820.4,4784.9,1819.1,47216.4,55575.2,14038.6,34685.4,21667.3,13018.1,6851.2,5081.8,1769.5,11407889,NA,29796,20206,4718,419,159,4139,4872,1231,3040,601,NA,260040,192171,44205.9,30544.2,13661.7,23663.1,252.5,23410.6,6640240,5613888,1026352,75380,950972,39161,34231,24618,
Ohio,2003,NA,349796.1,NA,237542.5,56379.8,5157.4,1789.4,49433.1,55873.7,14754.7,33695.7,21867.4,11828.3,7423.4,5581.6,1841.8,11434788,NA,30591,20774,4931,451,156,4323,4886,1290,2947,649,NA,268192.9,197002.1,46815.8,32314.6,14501.1,24375,403.9,23971.1,6620830,5562507,1058323,72471,985852,40507,35416,24315,
Ohio,2004,NA,363250.2,NA,247805.6,58934.3,5397.8,1329.9,52206.6,56510.2,18139,30954.2,21968.8,8985.4,7417,5657,1760,11452251,NA,31719,21638,5146,471,116,4559,4934,1584,2703,648,NA,280106.5,204938.5,49278.4,33635.4,15642.9,25889.7,986.4,24903.3,6666592,5568545,1098047,70216,1027831,42016,36803,24229,
Ohio,2005,NA,374068,NA,252762.3,62424.3,5929.7,1159.6,55335.1,58881.4,17971,34479,22524.9,11954.1,6431.4,4629.7,1801.8,11463320,NA,32632,22050,5446,517,101,4827,5137,1568,3008,561,NA,285907.1,210348.5,51075,35218.4,15856.6,24483.6,688.6,23794.9,6709210,5571976,1137234,69221,1068013,42614,37751,22280,
Ohio,2006,NA,393111.2,NA,262462.5,65748.7,6259.3,1142.3,58347.1,64899.9,21850.9,37734.3,23427.6,14306.7,5314.7,3477.1,1837.6,11481213,NA,34240,22860,5727,545,99,5082,5653,1903,3287,463,NA,297127.8,217977.5,54021.2,37594.1,16427.2,25129.1,567.4,24561.7,6747271,5581427,1165844,67367,1098477,44037,39054,22360,
Ohio,2007,NA,409695.7,NA,269786.5,69997.6,6734,1197.9,62065.8,69911.6,24406,41018.7,24476.7,16542.1,4486.9,2473.5,2013.4,11500468,NA,35624,23459,6087,586,104,5397,6079,2122,3567,390,NA,305348.9,224964.9,54992.1,38312.4,16679.6,25392,635.6,24756.4,6794918,5576357,1218561,66444,1152117,44938,40343,21488,
Ohio,2008,NA,422895.3,NA,272426.9,78885.1,7807.4,1808.5,69269.2,71583.3,23853,41410.6,26190.8,15219.8,6319.7,3918.6,2401.1,11515391,NA,36724,23658,6850,678,157,6015,6216,2071,3596,549,NA,308907.8,226720.7,55784.9,38569.7,17215.2,26402.3,806.2,25596.1,6725195,5500159,1225036,66224,1158812,45933,41221,22088,
Ohio,2009,NA,410863.9,NA,261368.6,85927.1,8878.1,4856.7,72192.3,63568.2,16590.6,38525.8,26149.8,12376,8451.8,5989.9,2461.9,11528896,NA,35638,22671,7453,770,421,6262,5514,1439,3342,733,NA,296655.6,215258.7,53249.3,36419.6,16829.7,28147.7,1098.6,27049.1,6454964,5200846,1254118,66321,1187797,45958,41389,22772,
Ohio,2010,NA,423062.1,NA,269864.2,90692.5,9645.7,4708.6,76338.2,62505.4,16464.4,35457.9,25351.3,10106.6,10583.1,7693.8,2889.3,11539282,NA,36663,23387,7859,836,408,6616,5417,1427,3073,917,NA,305315.8,218552.3,54827.2,38050,16777.3,31936.2,1192.3,30743.9,6418162,5163982,1254180,67417,1186763,47571,42322,25906,
Ohio,2011,NA,451900.6,NA,289104.3,93124.7,10149.8,3338.8,79636.1,69671.6,20499.2,35940.8,25643.9,10296.9,13231.6,9456.6,3775,11543332,NA,39148,25045,8067,879,289,6899,6036,1776,3114,1146,NA,322818.2,228205,56804.9,39115,17689.9,37808.3,2388,35420.3,6521658,5221997,1299661,67970,1231691,49499,43701,28757,
Ohio,2012,NA,469903.9,NA,301796,91277.3,10202.5,2313.5,78761.3,76830.6,25106.7,37064.3,25829,11235.2,14659.7,10342,4317.7,11546969,NA,40695,26136,7905,884,200,6821,6654,2174,3210,1270,NA,336530,239221,57347.5,39131.3,18216.2,39961.5,1290.7,38670.8,6605931,5316428,1289503,67932,1221571,50944,44997,31657,
Ohio,2013,NA,476450.1,NA,309180.2,93244.9,9943.3,1803.3,81498.4,74024.9,23902,34979,25460.2,9518.8,15143.9,11055,4088.9,11567845,NA,41187,26728,8061,860,156,7045,6399,2066,3024,1309,NA,348397.3,244420.5,61831.5,44060.7,17770.8,42145.2,2447.2,39698,6680769,5369126,1311643,68169,1243474,52149,45523,31925,
Ohio,2014,NA,496513.5,NA,317692.2,97755.2,9579.3,1004.4,87171.5,81066.1,28378.7,36680.5,26281.4,10399.1,16006.9,11408.2,4598.6,11593741,NA,42826,27402,8432,826,87,7519,6992,2448,3164,1381,NA,358302.5,255054.3,62921.7,44920.7,18001,40326.5,1425.1,38901.3,6770553,5442337,1328216,67754,1260462,52921,46865,30863,
Ohio,2015,NA,515904.9,NA,327767.4,101662.6,9416.5,947.5,91298.5,86475,30368.9,39175.9,28143.5,11032.4,16930.2,12179.8,4750.4,11606027,NA,44451,28241,8759,811,82,7866,7451,2617,3375,1459,NA,369797.6,264680.3,64543.4,45955.6,18587.8,40573.9,-14.6,40588.6,6860104,5521571,1338533,67802,1270731,53906,47936,31941,
Ohio,2016,NA,525056.5,NA,331992.1,104243.8,9347,968.7,93928.1,88820.6,31551.7,39397.1,28225.8,11171.4,17871.8,12867.8,5004,11622554,NA,45176,28564,8969,804,83,8082,7642,2715,3390,1538,NA,375508.4,270758,65208.3,45716.6,19491.7,39542,-90,39632.1,6928931,5583348,1345583,67817,1277766,54194,48494,31017,
Ohio,2017,NA,544828.5,NA,344850.5,106869.3,9123.7,907.5,96838,93108.7,32499.6,41785.5,29356.2,12429.3,18823.6,13864.9,4958.7,11658609,NA,46732,29579,9167,783,78,8306,7986,2788,3584,1615,NA,390623.3,281206.1,68390.2,47753.4,20636.8,41027,-416.1,41443.1,6995045,5625472,1369573,66982,1302591,55843,49988,31816,
Oklahoma,1998,NA,75061.7,NA,48256.9,11588.6,1142.7,110.5,10335.5,15216.2,3290.6,10507,6627.9,3879.1,1418.6,763.6,655,3405194,NA,22043,14172,3403,336,32,3035,4469,966,3086,417,NA,53397,38191.6,8384,5509.5,2874.5,6821.4,330.9,6490.6,1938705,1516388,422317,86745,335572,27543,25186,19342,
Oklahoma,1999,NA,77067.9,NA,49563.6,12105,1210.3,141.3,10753.5,15399.2,3424.8,10458.7,6785.9,3672.8,1515.7,859.5,656.2,3437147,NA,22422,14420,3522,352,41,3129,4480,996,3043,441,NA,54842.7,39820.6,8641.1,5716.4,2924.7,6381,626.5,5754.4,1953349,1532662,420687,87469,333218,28076,25981,17269,
Oklahoma,2000,NA,83363.9,NA,53462.8,12796.8,1203,125.5,11468.3,17104.3,4086.8,11340.5,7156.5,4184,1677,934.9,742.1,3454365,NA,24133,15477,3705,348,36,3320,4951,1183,3283,485,NA,59043.8,42486.4,9558,6437.8,3120.2,6999.3,625.1,6374.2,1994373,1563936,430437,88277,342160,29605,27166,18629,
Oklahoma,2001,NA,88354.1,NA,56865.3,14132.2,1289.6,197.3,12645.2,17356.5,4008.1,11398.6,7139.7,4258.9,1949.9,1135.6,814.3,3467100,NA,25484,16401,4076,372,57,3647,5006,1156,3288,562,NA,62898.7,44622.6,10238,6873.9,3364,8038.1,581.4,7456.7,2009183,1577432,431751,86922,344829,31306,28288,21624,
Oklahoma,2002,NA,90233.1,NA,58302.2,15098,1462.5,335.1,13300.4,16832.9,4333.3,10542.5,7177.2,3365.3,1957.2,1205.8,751.3,3489080,NA,25862,16710,4327,419,96,3812,4824,1242,3022,561,NA,64572,45163.5,10762,7268.2,3493.8,8646.4,809.8,7836.6,1987464,1556369,431095,81330,349765,32490,29018,22405,
Oklahoma,2003,NA,94303.3,NA,61351,16091.3,1683.3,397,14011,16861,4458.5,10377.1,7244,3133.1,2025.5,1286.1,739.4,3504892,NA,26906,17504,4591,480,113,3998,4811,1272,2961,578,NA,67856,46230,11310.9,7663.3,3647.6,10315.1,764.7,9550.4,1971242,1524583,446659,79462,367197,34423,30323,26009,
Oklahoma,2004,NA,101714.4,NA,67005.9,16999,1798.2,246.4,14954.4,17709.5,5800.1,9766.1,7311.4,2454.7,2143.2,1358,785.3,3525233,NA,28853,19008,4822,510,70,4242,5024,1645,2770,608,NA,74053.8,48461.6,12202,8244.6,3957.4,13390.2,988.9,12401.3,1998008,1543494,454514,77683,376831,37064,31397,32909,
Oklahoma,2005,NA,111052.3,NA,73618.6,18260.5,1964.4,179.3,16116.8,19173.2,6303.3,10745.5,7573.3,3172.2,2124.3,1129.3,995,3548597,NA,31295,20746,5146,554,51,4542,5403,1776,3028,599,NA,81182.7,51103.3,13002.7,8850.8,4151.8,17076.7,1040.7,16036,2043018,1573687,469331,77348,391983,39737,32474,40910,
Oklahoma,2006,NA,123411.8,NA,81381.5,20003.5,2037,157.9,17808.7,22026.8,8114.3,12033.5,8036.4,3997.1,1879,909.9,969,3594090,NA,34337,22643,5566,567,44,4955,6129,2258,3348,523,NA,89613.1,56331.3,13573,9193.2,4379.9,19708.8,437.5,19271.2,2095927,1616318,479609,75885,403724,42756,34852,47734,
Oklahoma,2007,NA,127818.7,NA,81708.4,21446.9,2101.1,179.7,19166.2,24663.4,9409.2,13398.9,8600.8,4798.1,1855.2,712.3,1142.9,3634349,NA,35170,22482,5901,578,49,5274,6786,2589,3687,510,NA,90453.1,59591.2,13946.5,9396.4,4550.1,16915.4,314.9,16600.6,2149852,1645544,504308,78742,425566,42074,36214,39008,
Oklahoma,2008,NA,141463.9,NA,91442.9,24058.3,2253,255.1,21550.3,25962.6,9583.3,13847.4,9197.9,4649.5,2531.9,989.2,1542.7,3668976,NA,38557,24923,6557,614,70,5874,7076,2612,3774,690,NA,100693.8,63295.1,14234.9,9527,4707.9,23163.8,393.1,22770.7,2186554,1673566,512988,77512,435476,46051,37820,52289,
Oklahoma,2009,NA,131404.8,NA,82046.2,25944.7,2684.8,885.5,22374.5,23413.9,7168,13518.9,9584,3934.9,2726.9,1548.2,1178.8,3717572,NA,35347,22070,6979,722,238,6019,6298,1928,3636,734,NA,91216.9,61159,14428.7,9812.6,4616.1,15629.2,-244.5,15873.7,2136548,1618778,517770,76397,441373,42694,37781,35964,
Oklahoma,2010,NA,137327.5,NA,86102,27687.5,2973.8,952.1,23761.7,23538,7128.3,12780.7,9471.1,3309.6,3628.9,2073.1,1555.9,3759529,NA,36528,22902,7365,791,253,6320,6261,1896,3400,965,NA,95579.4,62362.8,15553,10818.3,4734.7,17663.6,512,17151.5,2130128,1605946,524182,75988,448194,44870,38832,38268,
