ID,ZCTA5CE00,CLASSFP00,MTFCC00,FUNCSTAT00
19245,49795,B5,G6350,S
19246,49749,B5,G6350,S
19247,49792,B5,G6350,S
19248,49705,B5,G6350,S
19249,49721,B5,G6350,S
19250,49791,B5,G6350,S
19251,49761,B5,G6350,S
19252,49799,B5,G6350,S
19253,49058,B5,G6350,S
19254,49344,B5,G6350,S
19255,49046,B5,G6350,S
19256,49050,B5,G6350,S
19257,49089,B5,G6350,S
19258,49028,B5,G6350,S
19259,49036,B5,G6350,S
19260,49030,B5,G6350,S
19261,49040,B5,G6350,S
19262,48360,B5,G6350,S
19263,48067,B5,G6350,S
19264,48377,B5,G6350,S
19265,48073,B5,G6350,S
19266,48322,B5,G6350,S
19267,48304,B5,G6350,S
19268,48165,B5,G6350,S
19269,48363,B5,G6350,S
19270,48167,B5,G6350,S
19271,48386,B5,G6350,S
19272,48357,B5,G6350,S
19273,48341,B5,G6350,S
19274,48220,B5,G6350,S
19275,48098,B5,G6350,S
19276,48323,B5,G6350,S
19277,48017,B5,G6350,S
19278,48070,B5,G6350,S
19279,48375,B5,G6350,S
19280,48374,B5,G6350,S
19281,48359,B5,G6350,S
19282,48320,B5,G6350,S
19283,48084,B5,G6350,S
19284,48336,B5,G6350,S
19285,48348,B5,G6350,S
19286,48072,B5,G6350,S
19287,48302,B5,G6350,S
19288,48328,B5,G6350,S
19289,48367,B5,G6350,S
19290,48335,B5,G6350,S
19291,48346,B5,G6350,S
19292,48382,B5,G6350,S
19293,48083,B5,G6350,S
19294,48350,B5,G6350,S
19295,48025,B5,G6350,S
19296,48030,B5,G6350,S
19297,48383,B5,G6350,S
19298,48034,B5,G6350,S
19299,48331,B5,G6350,S
19300,48309,B5,G6350,S
19301,48075,B5,G6350,S
19302,48390,B5,G6350,S
19303,48334,B5,G6350,S
19304,48356,B5,G6350,S
19305,48009,B5,G6350,S
19306,48324,B5,G6350,S
19307,48301,B5,G6350,S
19308,48381,B5,G6350,S
19309,48370,B5,G6350,S
19310,48340,B5,G6350,S
19311,48327,B5,G6350,S
19312,48326,B5,G6350,S
19313,48069,B5,G6350,S
19314,48076,B5,G6350,S
19315,48329,B5,G6350,S
19316,48307,B5,G6350,S
19317,48237,B5,G6350,S
19318,48393,B5,G6350,S
19319,48362,B5,G6350,S
19320,48071,B5,G6350,S
19321,48342,B5,G6350,S
19322,48656,B5,G6350,S
19323,48629,B5,G6350,S
19324,48630,B5,G6350,S
19325,48627,B5,G6350,S
19326,48651,B5,G6350,S
19327,49735,B5,G6350,S
19328,49912,B5,G6350,S
19329,49960,B5,G6350,S
19330,49953,B5,G6350,S
19331,49948,B5,G6350,S
19332,49910,B5,G6350,S
19333,49929,B5,G6350,S
19334,49925,B5,G6350,S
19335,49971,B5,G6350,S
19336,48469,B5,G6350,S
19337,48401,B5,G6350,S
19338,48434,B5,G6350,S
19339,48454,B5,G6350,S
19340,48427,B5,G6350,S
19341,48465,B5,G6350,S
19342,48450,B5,G6350,S
19343,48466,B5,G6350,S
19344,48472,B5,G6350,S
19345,48419,B5,G6350,S
19346,48471,B5,G6350,S
19347,48422,B5,G6350,S
19348,48636,B5,G6350,S
19349,48621,B5,G6350,S
19350,48647,B5,G6350,S
19351,48079,B5,G6350,S
19352,48039,B5,G6350,S
19353,48040,B5,G6350,S
19354,48006,B5,G6350,S
19355,48064,B5,G6350,S
19356,48032,B5,G6350,S
19357,48074,B5,G6350,S
19358,48063,B5,G6350,S
19359,48049,B5,G6350,S
19360,48059,B5,G6350,S
19361,48002,B5,G6350,S
19362,48022,B5,G6350,S
19363,48027,B5,G6350,S
19364,48001,B5,G6350,S
19365,48054,B5,G6350,S
19366,48097,B5,G6350,S
19367,48028,B5,G6350,S
19368,48023,B5,G6350,S
19369,48060,B5,G6350,S
19370,49075,B5,G6350,S
19371,49066,B5,G6350,S
19372,49032,B5,G6350,S
19373,49091,B5,G6350,S
19374,49072,B5,G6350,S
19375,49042,B5,G6350,S
19376,48654,B5,G6350,S
19377,48661,B5,G6350,S
19378,48635,B5,G6350,S
19379,48756,B5,G6350,S
19380,49446,B5,G6350,S
19381,49436,B5,G6350,S
19382,49452,B5,G6350,S
19383,49420,B5,G6350,S
19384,49455,B5,G6350,S
19385,44860,B5,G6350,S
19386,44875,B5,G6350,S
19387,43314,B5,G6350,S
19388,44887,B5,G6350,S
19389,44854,B5,G6350,S
19390,43302,B5,G6350,S
19391,44825,B5,G6350,S
19392,44882,B5,G6350,S
19393,44833,B5,G6350,S
19394,44849,B5,G6350,S
19395,44856,B5,G6350,S
19396,44820,B5,G6350,S
19397,44865,B5,G6350,S
19398,44827,B5,G6350,S
19399,44818,B5,G6350,S
19400,45177,B5,G6350,S
19401,45169,B5,G6350,S
19402,45114,B5,G6350,S
19403,45068,B5,G6350,S
19404,45107,B5,G6350,S
19405,45159,B5,G6350,S
19406,45113,B5,G6350,S
19407,45164,B5,G6350,S
19408,45135,B5,G6350,S
19409,45335,B5,G6350,S
19410,45142,B5,G6350,S
19411,45148,B5,G6350,S
19412,45146,B5,G6350,S
19413,27862,B5,G6350,S
19414,27897,B5,G6350,S
19415,27876,B5,G6350,S
19416,27845,B5,G6350,S
19417,27866,B5,G6350,S
19418,27820,B5,G6350,S
19419,27855,B5,G6350,S
19420,27853,B5,G6350,S
19421,27831,B5,G6350,S
19422,27832,B5,G6350,S
19423,27869,B5,G6350,S
19424,27877,B5,G6350,S
19425,55352,B5,G6350,S
19426,55020,B5,G6350,S
19427,55378,B5,G6350,S
19428,55372,B5,G6350,S
19429,55379,B5,G6350,S
19430,28717,B5,G6350,S
19431,28789,B5,G6350,S
19432,28707,B5,G6350,S
19433,28725,B5,G6350,S
19434,28736,B5,G6350,S
19435,28719,B5,G6350,S
19436,28783,B5,G6350,S
19437,287HH,B5,G6350,S
19438,28779,B5,G6350,S
19439,28774,B5,G6350,S
19440,28741,B5,G6350,S
19441,28723,B5,G6350,S
19442,43732,B5,G6350,S
19443,43973,B5,G6350,S
19444,43773,B5,G6350,S
19445,43772,B5,G6350,S
19446,43768,B5,G6350,S
19447,43722,B5,G6350,S
19448,43755,B5,G6350,S
19449,43749,B5,G6350,S
19450,43725,B5,G6350,S
19451,43832,B5,G6350,S
19452,437HH,B5,G6350,S
19453,43762,B5,G6350,S
19454,43983,B5,G6350,S
19455,43837,B5,G6350,S
19456,43780,B5,G6350,S
19457,43778,B5,G6350,S
19458,44699,B5,G6350,S
19459,43723,B5,G6350,S
19460,27551,B5,G6350,S
19461,27589,B5,G6350,S
19462,27536,B5,G6350,S
19463,27842,B5,G6350,S
19464,27850,B5,G6350,S
19465,27563,B5,G6350,S
19466,27570,B5,G6350,S
19467,27553,B5,G6350,S
19468,27893,B5,G6350,S
19469,27883,B5,G6350,S
19470,27807,B5,G6350,S
19471,27873,B5,G6350,S
19472,27813,B5,G6350,S
19473,27851,B5,G6350,S
19474,27880,B5,G6350,S
19475,27557,B5,G6350,S
19476,27830,B5,G6350,S
19477,27542,B5,G6350,S
19478,27896,B5,G6350,S
19479,27888,B5,G6350,S
19480,48103,B5,G6350,S
19481,48197,B5,G6350,S
19482,48111,B5,G6350,S
19483,48170,B5,G6350,S
19484,48109,B5,G6350,S
19485,48118,B5,G6350,S
19486,48190,B5,G6350,S
19487,48104,B5,G6350,S
19488,48130,B5,G6350,S
19489,48198,B5,G6350,S
19490,48176,B5,G6350,S
19491,48105,B5,G6350,S
19492,48108,B5,G6350,S
19493,28056,B5,G6350,S
19494,28012,B5,G6350,S
19495,28092,B5,G6350,S
19496,280HH,B5,G6350,S
19497,28054,B5,G6350,S
19498,28120,B5,G6350,S
19499,28006,B5,G6350,S
19500,28016,B5,G6350,S
19501,28086,B5,G6350,S
19502,28032,B5,G6350,S
19503,28021,B5,G6350,S
19504,28033,B5,G6350,S
19505,28098,B5,G6350,S
19506,28034,B5,G6350,S
19507,28077,B5,G6350,S
19508,28164,B5,G6350,S
19509,28052,B5,G6350,S
19510,28101,B5,G6350,S
19511,284HH,B5,G6350,S
19512,28540,B5,G6350,S
19513,28546,B5,G6350,S
19514,28445,B5,G6350,S
19515,28574,B5,G6350,S
19516,28547,B5,G6350,S
19517,28555,B5,G6350,S
19518,28582,B5,G6350,S
19519,28460,B5,G6350,S
19520,28539,B5,G6350,S
19521,28518,B5,G6350,S
19522,28572,B5,G6350,S
19523,28454,B5,G6350,S
19524,28584,B5,G6350,S
19525,28544,B5,G6350,S
19526,285HH,B5,G6350,S
19527,28521,B5,G6350,S
19528,28543,B5,G6350,S
19529,49840,B5,G6350,S
19530,49618,B5,G6350,S
19531,27936,B5,G6350,S
19532,27982,B5,G6350,S
19533,27915,B5,G6350,S
19534,27981,B5,G6350,S
19535,279HH,B5,G6350,S
19536,27920,B5,G6350,S
19537,27949,B5,G6350,S
19538,27954,B5,G6350,S
19539,27953,B5,G6350,S
19540,27948,B5,G6350,S
19541,27959,B5,G6350,S
19542,27968,B5,G6350,S
19543,27943,B5,G6350,S
19544,27972,B5,G6350,S
19545,27042,B5,G6350,S
19546,27052,B5,G6350,S
19547,27288,B5,G6350,S
19548,27320,B5,G6350,S
19549,27357,B5,G6350,S
19550,27311,B5,G6350,S
19551,27214,B5,G6350,S
19552,27025,B5,G6350,S
19553,270HH,B5,G6350,S
19554,27027,B5,G6350,S
19555,27358,B5,G6350,S
19556,27326,B5,G6350,S
19557,45869,B5,G6350,S
19558,45865,B5,G6350,S
19559,45887,B5,G6350,S
19560,45870,B5,G6350,S
19561,45871,B5,G6350,S
19562,45862,B5,G6350,S
19563,45306,B5,G6350,S
19564,45896,B5,G6350,S
19565,45885,B5,G6350,S
19566,45895,B5,G6350,S
19567,45806,B5,G6350,S
19568,45819,B5,G6350,S
19569,45334,B5,G6350,S
19570,43331,B5,G6350,S
19571,45888,B5,G6350,S
19572,45850,B5,G6350,S
19573,45845,B5,G6350,S
19574,279XX,B5,G6350,S
19575,27909,B5,G6350,S
19576,43340,B5,G6350,S
19577,45843,B5,G6350,S
19578,43345,B5,G6350,S
19579,43326,B5,G6350,S
19580,43332,B5,G6350,S
19581,45835,B5,G6350,S
19582,43347,B5,G6350,S
19583,45836,B5,G6350,S
19584,43310,B5,G6350,S
19585,45812,B5,G6350,S
19586,45859,B5,G6350,S
19587,45810,B5,G6350,S
19588,27812,B5,G6350,S
19589,27878,B5,G6350,S
19590,27852,B5,G6350,S
19591,27886,B5,G6350,S
19592,27819,B5,G6350,S
19593,27822,B5,G6350,S
19594,27843,B5,G6350,S
19595,27803,B5,G6350,S
19596,27891,B5,G6350,S
19597,27809,B5,G6350,S
19598,27864,B5,G6350,S
19599,27801,B5,G6350,S
19600,278HH,B5,G6350,S
19601,27829,B5,G6350,S
19602,28129,B5,G6350,S
19603,28009,B5,G6350,S
19604,28124,B5,G6350,S
19605,28097,B5,G6350,S
19606,28127,B5,G6350,S
19607,28071,B5,G6350,S
19608,28001,B5,G6350,S
19609,28163,B5,G6350,S
19610,28128,B5,G6350,S
19611,28137,B5,G6350,S
19612,28109,B5,G6350,S
19613,456HH,B5,G6350,S
19614,45686,B5,G6350,S
19615,45685,B5,G6350,S
19616,45674,B5,G6350,S
19617,45623,B5,G6350,S
19618,45658,B5,G6350,S
19619,45614,B5,G6350,S
19620,45631,B5,G6350,S
19621,45656,B5,G6350,S
19622,45678,B5,G6350,S
19623,45688,B5,G6350,S
19624,45620,B5,G6350,S
19625,45349,B5,G6350,S
19626,45502,B5,G6350,S
19627,45369,B5,G6350,S
19628,45505,B5,G6350,S
19629,45506,B5,G6350,S
19630,45503,B5,G6350,S
19631,43044,B5,G6350,S
19632,45504,B5,G6350,S
19633,43078,B5,G6350,S
19634,45341,B5,G6350,S
19635,43153,B5,G6350,S
19636,455HH,B5,G6350,S
19637,45316,B5,G6350,S
19638,45387,B5,G6350,S
19639,45368,B5,G6350,S
19640,43010,B5,G6350,S
19641,45344,B5,G6350,S
19642,45324,B5,G6350,S
19643,45323,B5,G6350,S
19644,45318,B5,G6350,S
19645,45304,B5,G6350,S
19646,45310,B5,G6350,S
19647,45380,B5,G6350,S
19648,45352,B5,G6350,S
19649,45303,B5,G6350,S
19650,45351,B5,G6350,S
19651,45332,B5,G6350,S
19652,45358,B5,G6350,S
19653,45846,B5,G6350,S
19654,45308,B5,G6350,S
19655,45388,B5,G6350,S
19656,45331,B5,G6350,S
19657,45348,B5,G6350,S
19658,45328,B5,G6350,S
19659,45390,B5,G6350,S
19660,45337,B5,G6350,S
19661,45347,B5,G6350,S
19662,45382,B5,G6350,S
19663,45309,B5,G6350,S
19664,45362,B5,G6350,S
19665,45346,B5,G6350,S
19666,27609,B5,G6350,S
19667,27501,B5,G6350,S
19668,27502,B5,G6350,S
19669,27520,B5,G6350,S
19670,27605,B5,G6350,S
19671,27591,B5,G6350,S
19672,27601,B5,G6350,S
19673,27592,B5,G6350,S
19674,27615,B5,G6350,S
19675,27545,B5,G6350,S
19676,27606,B5,G6350,S
19677,27562,B5,G6350,S
19678,27612,B5,G6350,S
19679,27610,B5,G6350,S
19680,27596,B5,G6350,S
19681,27529,B5,G6350,S
19682,27608,B5,G6350,S
19683,27614,B5,G6350,S
19684,276HH,B5,G6350,S
19685,27513,B5,G6350,S
19686,27607,B5,G6350,S
19687,27603,B5,G6350,S
19688,27511,B5,G6350,S
19689,27526,B5,G6350,S
19690,27571,B5,G6350,S
19691,27597,B5,G6350,S
19692,27604,B5,G6350,S
19693,27540,B5,G6350,S
19694,27616,B5,G6350,S
19695,27706,B5,G6350,S
19696,27704,B5,G6350,S
19697,27278,B5,G6350,S
19698,27514,B5,G6350,S
19699,27712,B5,G6350,S
19700,27701,B5,G6350,S
19701,27503,B5,G6350,S
19702,277HH,B5,G6350,S
19703,27705,B5,G6350,S
19704,27613,B5,G6350,S
19705,275HH,B5,G6350,S
19706,27703,B5,G6350,S
19707,27713,B5,G6350,S
19708,27560,B5,G6350,S
19709,27707,B5,G6350,S
19710,27013,B5,G6350,S
19711,28036,B5,G6350,S
19712,28166,B5,G6350,S
19713,28636,B5,G6350,S
19714,28625,B5,G6350,S
19715,28660,B5,G6350,S
19716,28678,B5,G6350,S
19717,28634,B5,G6350,S
19718,28117,B5,G6350,S
19719,28689,B5,G6350,S
19720,27020,B5,G6350,S
19721,27582,B5,G6350,S
19722,27525,B5,G6350,S
19723,27509,B5,G6350,S
19724,27522,B5,G6350,S
19725,27587,B5,G6350,S
19726,27573,B5,G6350,S
19727,27572,B5,G6350,S
19728,27565,B5,G6350,S
19729,27581,B5,G6350,S
19730,27544,B5,G6350,S
19731,27507,B5,G6350,S
19732,281HH,B5,G6350,S
19733,28115,B5,G6350,S
19734,28677,B5,G6350,S
19735,28125,B5,G6350,S
19736,48203,B5,G6350,S
19737,48135,B5,G6350,S
19738,48224,B5,G6350,S
19739,48138,B5,G6350,S
19740,48204,B5,G6350,S
19741,48219,B5,G6350,S
19742,48184,B5,G6350,S
19743,48225,B5,G6350,S
19744,48152,B5,G6350,S
19745,48240,B5,G6350,S
19746,48234,B5,G6350,S
19747,48235,B5,G6350,S
19748,48223,B5,G6350,S
19749,48209,B5,G6350,S
19750,48215,B5,G6350,S
19751,48101,B5,G6350,S
19752,48187,B5,G6350,S
19753,48150,B5,G6350,S
19754,48205,B5,G6350,S
19755,48201,B5,G6350,S
19756,48228,B5,G6350,S
19757,48211,B5,G6350,S
19758,48188,B5,G6350,S
19759,48227,B5,G6350,S
19760,48202,B5,G6350,S
19761,48127,B5,G6350,S
19762,48173,B5,G6350,S
19763,48154,B5,G6350,S
19764,48146,B5,G6350,S
19765,48183,B5,G6350,S
19766,48206,B5,G6350,S
19767,48242,B5,G6350,S
19768,48195,B5,G6350,S
19769,48218,B5,G6350,S
19770,48120,B5,G6350,S
19771,48214,B5,G6350,S
19772,48141,B5,G6350,S
19773,48216,B5,G6350,S
19774,48230,B5,G6350,S
19775,48185,B5,G6350,S
19776,48207,B5,G6350,S
19777,48238,B5,G6350,S
19778,48221,B5,G6350,S
19779,48128,B5,G6350,S
19780,48186,B5,G6350,S
19781,48239,B5,G6350,S
19782,48208,B5,G6350,S
19783,48174,B5,G6350,S
19784,48192,B5,G6350,S
19785,48213,B5,G6350,S
19786,48125,B5,G6350,S
19787,48126,B5,G6350,S
19788,48180,B5,G6350,S
19789,48229,B5,G6350,S
19790,48217,B5,G6350,S
19791,48122,B5,G6350,S
19792,48124,B5,G6350,S
19793,48210,B5,G6350,S
19794,48226,B5,G6350,S
19795,48212,B5,G6350,S
19796,29458,B5,G6350,S
19797,29426,B5,G6350,S
19798,29482,B5,G6350,S
19799,29407,B5,G6350,S
19800,45640,B5,G6350,S
19801,45682,B5,G6350,S
19802,45613,B5,G6350,S
19803,45692,B5,G6350,S
19804,45621,B5,G6350,S
19805,29429,B5,G6350,S
19806,29439,B5,G6350,S
19807,29420,B5,G6350,S
19808,29418,B5,G6350,S
19809,29455,B5,G6350,S
19810,29438,B5,G6350,S
19811,29466,B5,G6350,S
19812,29412,B5,G6350,S
19813,29449,B5,G6350,S
19814,29470,B5,G6350,S
19815,29487,B5,G6350,S
19816,29404,B5,G6350,S
19817,29403,B5,G6350,S
19818,29423,B5,G6350,S
19819,29451,B5,G6350,S
19820,29401,B5,G6350,S
19821,29414,B5,G6350,S
19822,29464,B5,G6350,S
19823,29405,B5,G6350,S
19824,29485,B5,G6350,S
19825,29615,B5,G6350,S
19826,29688,B5,G6350,S
19827,29322,B5,G6350,S
19828,29605,B5,G6350,S
19829,29601,B5,G6350,S
19830,29690,B5,G6350,S
19831,29650,B5,G6350,S
19832,29662,B5,G6350,S
19833,29635,B5,G6350,S
19834,29356,B5,G6350,S
19835,29681,B5,G6350,S
19836,29661,B5,G6350,S
19837,296HH,B5,G6350,S
19838,45856,B5,G6350,S
19839,45876,B5,G6350,S
19840,45833,B5,G6350,S
19841,45831,B5,G6350,S
19842,45837,B5,G6350,S
19843,45817,B5,G6350,S
19844,29687,B5,G6350,S
19845,29673,B5,G6350,S
19846,29651,B5,G6350,S
19847,29611,B5,G6350,S
19848,29654,B5,G6350,S
19849,29645,B5,G6350,S
19850,29680,B5,G6350,S
19851,29609,B5,G6350,S
19852,29617,B5,G6350,S
19853,29627,B5,G6350,S
19854,29683,B5,G6350,S
19855,29607,B5,G6350,S
19856,29644,B5,G6350,S
19857,29669,B5,G6350,S
19858,44272,B5,G6350,S
19859,44255,B5,G6350,S
19860,44201,B5,G6350,S
19861,44444,B5,G6350,S
19862,44260,B5,G6350,S
19863,44241,B5,G6350,S
19864,44411,B5,G6350,S
19865,45875,B5,G6350,S
19866,45868,B5,G6350,S
19867,45830,B5,G6350,S
19868,45827,B5,G6350,S
19869,45853,B5,G6350,S
19870,45877,B5,G6350,S
19871,45844,B5,G6350,S
19872,44266,B5,G6350,S
19873,44234,B5,G6350,S
19874,44449,B5,G6350,S
19875,44224,B5,G6350,S
19876,44412,B5,G6350,S
19877,444HH,B5,G6350,S
19878,44288,B5,G6350,S
19879,44632,B5,G6350,S
19880,44231,B5,G6350,S
19881,44236,B5,G6350,S
19882,44202,B5,G6350,S
19883,44240,B5,G6350,S
19884,44243,B5,G6350,S
19885,442HH,B5,G6350,S
19886,44278,B5,G6350,S
19887,43946,B5,G6350,S
19888,45734,B5,G6350,S
19889,43788,B5,G6350,S
19890,43716,B5,G6350,S
19891,43942,B5,G6350,S
19892,43915,B5,G6350,S
19893,43914,B5,G6350,S
19894,43793,B5,G6350,S
19895,45789,B5,G6350,S
19896,45745,B5,G6350,S
19897,43754,B5,G6350,S
19898,45767,B5,G6350,S
19899,43747,B5,G6350,S
19900,45622,B5,G6350,S
19901,45634,B5,G6350,S
19902,45651,B5,G6350,S
19903,43152,B5,G6350,S
19904,45654,B5,G6350,S
19905,45710,B5,G6350,S
19906,45766,B5,G6350,S
19907,43138,B5,G6350,S
19908,45695,B5,G6350,S
19909,45698,B5,G6350,S
19910,29520,B5,G6350,S
19911,29584,B5,G6350,S
19912,29728,B5,G6350,S
19913,29709,B5,G6350,S
19914,295HH,B5,G6350,S
19915,29101,B5,G6350,S
19916,29727,B5,G6350,S
19917,29009,B5,G6350,S
19918,29593,B5,G6350,S
19919,29741,B5,G6350,S
19920,29550,B5,G6350,S
19921,29718,B5,G6350,S
19922,29742,B5,G6350,S
19923,297HH,B5,G6350,S
19924,29706,B5,G6350,S
19925,29729,B5,G6350,S
19926,29712,B5,G6350,S
19927,29730,B5,G6350,S
19928,29704,B5,G6350,S
19929,29714,B5,G6350,S
19930,29724,B5,G6350,S
19931,43002,B5,G6350,S
19932,43201,B5,G6350,S
19933,43209,B5,G6350,S
19934,43235,B5,G6350,S
19935,43123,B5,G6350,S
19936,43004,B5,G6350,S
19937,43064,B5,G6350,S
19938,43230,B5,G6350,S
19939,43217,B5,G6350,S
19940,43203,B5,G6350,S
19941,43206,B5,G6350,S
19942,43016,B5,G6350,S
19943,43232,B5,G6350,S
19944,43205,B5,G6350,S
19945,43125,B5,G6350,S
19946,43017,B5,G6350,S
19947,431HH,B5,G6350,S
19948,43207,B5,G6350,S
19949,43231,B5,G6350,S
19950,43227,B5,G6350,S
19951,43215,B5,G6350,S
19952,43146,B5,G6350,S
19953,43219,B5,G6350,S
19954,43126,B5,G6350,S
19955,43140,B5,G6350,S
19956,43026,B5,G6350,S
19957,43081,B5,G6350,S
19958,432HH,B5,G6350,S
19959,43109,B5,G6350,S
19960,43137,B5,G6350,S
19961,43212,B5,G6350,S
19962,43220,B5,G6350,S
19963,43204,B5,G6350,S
19964,43224,B5,G6350,S
19965,43229,B5,G6350,S
19966,43221,B5,G6350,S
19967,43054,B5,G6350,S
19968,43222,B5,G6350,S
19969,43210,B5,G6350,S
19970,43085,B5,G6350,S
19971,43211,B5,G6350,S
19972,43228,B5,G6350,S
19973,43213,B5,G6350,S
19974,43202,B5,G6350,S
19975,43223,B5,G6350,S
19976,43214,B5,G6350,S
19977,43119,B5,G6350,S
19978,43065,B5,G6350,S
19979,29831,B5,G6350,S
19980,29829,B5,G6350,S
19981,298HH,B5,G6350,S
19982,29842,B5,G6350,S
19983,29856,B5,G6350,S
19984,29850,B5,G6350,S
19985,29006,B5,G6350,S
19986,29834,B5,G6350,S
19987,29164,B5,G6350,S
19988,29146,B5,G6350,S
19989,29832,B5,G6350,S
19990,29805,B5,G6350,S
19991,29847,B5,G6350,S
19992,298XX,B5,G6350,S
19993,29129,B5,G6350,S
19994,29105,B5,G6350,S
19995,29816,B5,G6350,S
19996,29822,B5,G6350,S
19997,29828,B5,G6350,S
19998,29851,B5,G6350,S
19999,29803,B5,G6350,S
20000,29860,B5,G6350,S
20001,29841,B5,G6350,S
20002,29853,B5,G6350,S
20003,29801,B5,G6350,S
20004,29124,B5,G6350,S
20005,29137,B5,G6350,S
20006,29809,B5,G6350,S
20007,43334,B5,G6350,S
20008,44903,B5,G6350,S
20009,43356,B5,G6350,S
20010,43050,B5,G6350,S
20011,43321,B5,G6350,S
20012,44813,B5,G6350,S
20013,43003,B5,G6350,S
20014,43011,B5,G6350,S
20015,43019,B5,G6350,S
20016,44904,B5,G6350,S
20017,43338,B5,G6350,S
20018,43320,B5,G6350,S
20019,43350,B5,G6350,S
20020,43317,B5,G6350,S
20021,43315,B5,G6350,S
20022,43901,B5,G6350,S
20023,43950,B5,G6350,S
20024,43986,B5,G6350,S
20025,43981,B5,G6350,S
20026,43974,B5,G6350,S
20027,43103,B5,G6350,S
20028,43145,B5,G6350,S
20029,43143,B5,G6350,S
20030,43116,B5,G6350,S
20031,43156,B5,G6350,S
20032,43977,B5,G6350,S
20033,44621,B5,G6350,S
20034,43907,B5,G6350,S
20035,44683,B5,G6350,S
20036,43988,B5,G6350,S
20037,43910,B5,G6350,S
20038,44693,B5,G6350,S
20039,446HH,B5,G6350,S
20040,43976,B5,G6350,S
20041,439HH,B5,G6350,S
20042,44695,B5,G6350,S
20043,43107,B5,G6350,S
20044,43113,B5,G6350,S
20045,43150,B5,G6350,S
20046,43062,B5,G6350,S
20047,43155,B5,G6350,S
20048,43148,B5,G6350,S
20049,43136,B5,G6350,S
20050,43102,B5,G6350,S
20051,43112,B5,G6350,S
20052,430HH,B5,G6350,S
20053,43154,B5,G6350,S
20054,43157,B5,G6350,S
20055,43068,B5,G6350,S
20056,43110,B5,G6350,S
20057,43105,B5,G6350,S
20058,43046,B5,G6350,S
20059,43130,B5,G6350,S
20060,43076,B5,G6350,S
20061,43147,B5,G6350,S
20062,45867,B5,G6350,S
20063,43316,B5,G6350,S
20064,43323,B5,G6350,S
20065,44844,B5,G6350,S
20066,43359,B5,G6350,S
20067,43337,B5,G6350,S
20068,43351,B5,G6350,S
20069,29065,B5,G6350,S
20070,29016,B5,G6350,S
20071,29014,B5,G6350,S
20072,291HH,B5,G6350,S
20073,29180,B5,G6350,S
20074,29045,B5,G6350,S
20075,29055,B5,G6350,S
20076,29015,B5,G6350,S
20077,29031,B5,G6350,S
20078,290HH,B5,G6350,S
20079,29132,B5,G6350,S
20080,29130,B5,G6350,S
20081,29434,B5,G6350,S
20082,29461,B5,G6350,S
20083,29479,B5,G6350,S
20084,29436,B5,G6350,S
20085,29468,B5,G6350,S
20086,294HH,B5,G6350,S
20087,29450,B5,G6350,S
20088,29406,B5,G6350,S
20089,29445,B5,G6350,S
20090,29453,B5,G6350,S
20091,29430,B5,G6350,S
20092,29431,B5,G6350,S
20093,29059,B5,G6350,S
20094,294XX,B5,G6350,S
20095,29483,B5,G6350,S
20096,29048,B5,G6350,S
20097,29469,B5,G6350,S
20098,29456,B5,G6350,S
20099,29472,B5,G6350,S
20100,29492,B5,G6350,S
20101,45383,B5,G6350,S
20102,45373,B5,G6350,S
20103,45356,B5,G6350,S
20104,45312,B5,G6350,S
20105,45322,B5,G6350,S
20106,453HH,B5,G6350,S
20107,45371,B5,G6350,S
20108,45424,B5,G6350,S
20109,45317,B5,G6350,S
20110,45359,B5,G6350,S
20111,45339,B5,G6350,S
20112,45326,B5,G6350,S
20113,45612,B5,G6350,S
20114,45690,B5,G6350,S
20115,456XX,B5,G6350,S
20116,43135,B5,G6350,S
20117,43115,B5,G6350,S
20118,45601,B5,G6350,S
20119,45628,B5,G6350,S
20120,43160,B5,G6350,S
20121,45681,B5,G6350,S
20122,45647,B5,G6350,S
20123,45644,B5,G6350,S
20124,43164,B5,G6350,S
20125,45673,B5,G6350,S
20126,43101,B5,G6350,S
20127,45672,B5,G6350,S
20128,44057,B5,G6350,S
20129,44086,B5,G6350,S
20130,440HH,B5,G6350,S
20131,44077,B5,G6350,S
20132,44024,B5,G6350,S
20133,44095,B5,G6350,S
20134,44092,B5,G6350,S
20135,44060,B5,G6350,S
20136,44081,B5,G6350,S
20137,44094,B5,G6350,S
20138,44041,B5,G6350,S
20139,45684,B5,G6350,S
20140,45671,B5,G6350,S
20141,45657,B5,G6350,S
20142,45660,B5,G6350,S
20143,45662,B5,G6350,S
20144,45648,B5,G6350,S
20145,45663,B5,G6350,S
20146,45661,B5,G6350,S
20147,45694,B5,G6350,S
20148,45652,B5,G6350,S
20149,45616,B5,G6350,S
20150,45638,B5,G6350,S
20151,45653,B5,G6350,S
20152,45629,B5,G6350,S
20153,44111,B5,G6350,S
20154,44106,B5,G6350,S
20155,44140,B5,G6350,S
20156,44135,B5,G6350,S
20157,44142,B5,G6350,S
20158,44128,B5,G6350,S
20159,44134,B5,G6350,S
20160,44126,B5,G6350,S
20161,44107,B5,G6350,S
20162,44138,B5,G6350,S
20163,44127,B5,G6350,S
20164,44040,B5,G6350,S
20165,44141,B5,G6350,S
20166,44105,B5,G6350,S
20167,44139,B5,G6350,S
20168,44108,B5,G6350,S
20169,441HH,B5,G6350,S
20170,44017,B5,G6350,S
20171,44130,B5,G6350,S
20172,44129,B5,G6350,S
