ID,ZCTA5CE00,CLASSFP00,MTFCC00,FUNCSTAT00
984,42638,B5,G6350,S
985,42634,B5,G6350,S
986,40769,B5,G6350,S
987,42635,B5,G6350,S
988,42653,B5,G6350,S
989,42647,B5,G6350,S
990,42631,B5,G6350,S
991,426XX,B5,G6350,S
992,40356,B5,G6350,S
993,40390,B5,G6350,S
994,40339,B5,G6350,S
995,40383,B5,G6350,S
996,40363,B5,G6350,S
997,40359,B5,G6350,S
998,40355,B5,G6350,S
999,42328,B5,G6350,S
1000,42354,B5,G6350,S
1001,42338,B5,G6350,S
1002,42347,B5,G6350,S
1003,42370,B5,G6350,S
1004,42369,B5,G6350,S
1005,41224,B5,G6350,S
1006,41262,B5,G6350,S
1007,41267,B5,G6350,S
1008,41203,B5,G6350,S
1009,41231,B5,G6350,S
1010,41514,B5,G6350,S
1011,41250,B5,G6350,S
1012,41214,B5,G6350,S
1013,42038,B5,G6350,S
1014,41034,B5,G6350,S
1015,41056,B5,G6350,S
1016,41861,B5,G6350,S
1017,41843,B5,G6350,S
1018,41859,B5,G6350,S
1019,41773,B5,G6350,S
1020,41847,B5,G6350,S
1021,41772,B5,G6350,S
1022,418HH,B5,G6350,S
1023,41828,B5,G6350,S
1024,41831,B5,G6350,S
1025,41739,B5,G6350,S
1026,41740,B5,G6350,S
1027,41722,B5,G6350,S
1028,41725,B5,G6350,S
1029,40387,B5,G6350,S
1030,40322,B5,G6350,S
1031,40316,B5,G6350,S
1032,41701,B5,G6350,S
1033,41839,B5,G6350,S
1034,41759,B5,G6350,S
1035,41822,B5,G6350,S
1036,41834,B5,G6350,S
1037,41836,B5,G6350,S
1038,41862,B5,G6350,S
1039,41844,B5,G6350,S
1040,41817,B5,G6350,S
1041,417HH,B5,G6350,S
1042,40078,B5,G6350,S
1043,40310,B5,G6350,S
1044,40330,B5,G6350,S
1045,41804,B5,G6350,S
1046,40826,B5,G6350,S
1047,41835,B5,G6350,S
1048,40862,B5,G6350,S
1049,41845,B5,G6350,S
1050,41838,B5,G6350,S
1051,41826,B5,G6350,S
1052,41832,B5,G6350,S
1053,41821,B5,G6350,S
1054,41810,B5,G6350,S
1055,41825,B5,G6350,S
1056,41812,B5,G6350,S
1057,41849,B5,G6350,S
1058,41819,B5,G6350,S
1059,41840,B5,G6350,S
1060,41833,B5,G6350,S
1061,41824,B5,G6350,S
1062,41537,B5,G6350,S
1063,41855,B5,G6350,S
1064,41731,B5,G6350,S
1065,41815,B5,G6350,S
1066,41837,B5,G6350,S
1067,41858,B5,G6350,S
1068,42265,B5,G6350,S
1069,42274,B5,G6350,S
1070,42202,B5,G6350,S
1071,42204,B5,G6350,S
1072,42206,B5,G6350,S
1073,41749,B5,G6350,S
1074,41776,B5,G6350,S
1075,41766,B5,G6350,S
1076,40816,B5,G6350,S
1077,40858,B5,G6350,S
1078,41723,B5,G6350,S
1079,40844,B5,G6350,S
1080,41775,B5,G6350,S
1081,41714,B5,G6350,S
1082,41762,B5,G6350,S
1083,40979,B5,G6350,S
1084,40803,B5,G6350,S
1085,40840,B5,G6350,S
1086,41764,B5,G6350,S
1087,41777,B5,G6350,S
1088,40827,B5,G6350,S
1089,40868,B5,G6350,S
1090,41730,B5,G6350,S
1091,42044,B5,G6350,S
1092,42029,B5,G6350,S
1093,42167,B5,G6350,S
1094,42140,B5,G6350,S
1095,42151,B5,G6350,S
1096,42157,B5,G6350,S
1097,40475,B5,G6350,S
1098,41632,B5,G6350,S
1099,41426,B5,G6350,S
1100,41465,B5,G6350,S
1101,41464,B5,G6350,S
1102,40069,B5,G6350,S
1103,40037,B5,G6350,S
1104,40033,B5,G6350,S
1105,40062,B5,G6350,S
1106,40060,B5,G6350,S
1107,40337,B5,G6350,S
1108,41159,B5,G6350,S
1109,41230,B5,G6350,S
1110,41124,B5,G6350,S
1111,41264,B5,G6350,S
1112,41201,B5,G6350,S
1113,42748,B5,G6350,S
1114,40052,B5,G6350,S
1115,41014,B5,G6350,S
1116,41016,B5,G6350,S
1117,41015,B5,G6350,S
1118,41033,B5,G6350,S
1119,41017,B5,G6350,S
1120,41011,B5,G6350,S
1121,41063,B5,G6350,S
1122,41166,B5,G6350,S
1123,41137,B5,G6350,S
1124,41170,B5,G6350,S
1125,41189,B5,G6350,S
1126,41179,B5,G6350,S
1127,41135,B5,G6350,S
1128,41311,B5,G6350,S
1129,41397,B5,G6350,S
1130,40729,B5,G6350,S
1131,40740,B5,G6350,S
1132,407HH,B5,G6350,S
1133,40737,B5,G6350,S
1134,41255,B5,G6350,S
1135,41222,B5,G6350,S
1136,41232,B5,G6350,S
1137,41254,B5,G6350,S
1138,41257,B5,G6350,S
1139,41274,B5,G6350,S
1140,41268,B5,G6350,S
1141,412HH,B5,G6350,S
1142,41234,B5,G6350,S
1143,41265,B5,G6350,S
1144,41256,B5,G6350,S
1145,41240,B5,G6350,S
1146,41226,B5,G6350,S
1147,41204,B5,G6350,S
1148,41228,B5,G6350,S
1149,41260,B5,G6350,S
1150,41238,B5,G6350,S
1151,41219,B5,G6350,S
1152,41263,B5,G6350,S
1153,42567,B5,G6350,S
1154,40409,B5,G6350,S
1155,40448,B5,G6350,S
1156,42045,B5,G6350,S
1157,42047,B5,G6350,S
1158,42055,B5,G6350,S
1159,42083,B5,G6350,S
1160,42081,B5,G6350,S
1161,42058,B5,G6350,S
1162,42028,B5,G6350,S
1163,40946,B5,G6350,S
1164,40903,B5,G6350,S
1165,40915,B5,G6350,S
1166,40701,B5,G6350,S
1167,40906,B5,G6350,S
1168,40921,B5,G6350,S
1169,40997,B5,G6350,S
1170,40943,B5,G6350,S
1171,40982,B5,G6350,S
1172,40759,B5,G6350,S
1173,40734,B5,G6350,S
1174,40995,B5,G6350,S
1175,40771,B5,G6350,S
1176,40949,B5,G6350,S
1177,40935,B5,G6350,S
1178,40953,B5,G6350,S
1179,40930,B5,G6350,S
1180,40923,B5,G6350,S
1181,41064,B5,G6350,S
1182,40313,B5,G6350,S
1183,41425,B5,G6350,S
1184,41332,B5,G6350,S
1185,41408,B5,G6350,S
1186,414HH,B5,G6350,S
1187,41421,B5,G6350,S
1188,42234,B5,G6350,S
1189,42280,B5,G6350,S
1190,40020,B5,G6350,S
1191,40012,B5,G6350,S
1192,40004,B5,G6350,S
1193,40008,B5,G6350,S
1194,40107,B5,G6350,S
1195,40730,B5,G6350,S
1196,40763,B5,G6350,S
1197,42633,B5,G6350,S
1198,42632,B5,G6350,S
1199,40350,B5,G6350,S
1200,42170,B5,G6350,S
1201,37148,B5,G6350,S
1202,42104,B5,G6350,S
1203,41365,B5,G6350,S
1204,422XX,B5,G6350,S
1205,41567,B5,G6350,S
1206,41548,B5,G6350,S
1207,41560,B5,G6350,S
1208,41522,B5,G6350,S
1209,41538,B5,G6350,S
1210,41568,B5,G6350,S
1211,41543,B5,G6350,S
1212,41563,B5,G6350,S
1213,41527,B5,G6350,S
1214,41513,B5,G6350,S
1215,415HH,B5,G6350,S
1216,41534,B5,G6350,S
1217,41554,B5,G6350,S
1218,41524,B5,G6350,S
1219,41546,B5,G6350,S
1220,41549,B5,G6350,S
1221,41564,B5,G6350,S
1222,41540,B5,G6350,S
1223,41512,B5,G6350,S
1224,41566,B5,G6350,S
1225,41528,B5,G6350,S
1226,41539,B5,G6350,S
1227,42629,B5,G6350,S
1228,41535,B5,G6350,S
1229,41519,B5,G6350,S
1230,41558,B5,G6350,S
1231,41562,B5,G6350,S
1232,41559,B5,G6350,S
1233,41503,B5,G6350,S
1234,41572,B5,G6350,S
1235,41501,B5,G6350,S
1236,41571,B5,G6350,S
1237,41544,B5,G6350,S
1238,41569,B5,G6350,S
1239,41547,B5,G6350,S
1240,41553,B5,G6350,S
1241,41557,B5,G6350,S
1242,41531,B5,G6350,S
1243,41555,B5,G6350,S
1244,40040,B5,G6350,S
1245,42403,B5,G6350,S
1246,42455,B5,G6350,S
1247,42409,B5,G6350,S
1248,42463,B5,G6350,S
1249,42444,B5,G6350,S
1250,42321,B5,G6350,S
1251,42365,B5,G6350,S
1252,42330,B5,G6350,S
1253,42324,B5,G6350,S
1254,42325,B5,G6350,S
1255,42345,B5,G6350,S
1256,42326,B5,G6350,S
1257,42332,B5,G6350,S
1258,42323,B5,G6350,S
1259,42337,B5,G6350,S
1260,42374,B5,G6350,S
1261,42344,B5,G6350,S
1262,423XX,B5,G6350,S
1263,42404,B5,G6350,S
1264,42437,B5,G6350,S
1265,40010,B5,G6350,S
1266,40056,B5,G6350,S
1267,40014,B5,G6350,S
1268,40026,B5,G6350,S
1269,40077,B5,G6350,S
1270,41367,B5,G6350,S
1271,41719,B5,G6350,S
1272,41746,B5,G6350,S
1273,41712,B5,G6350,S
1274,41729,B5,G6350,S
1275,41721,B5,G6350,S
1276,41727,B5,G6350,S
1277,41774,B5,G6350,S
1278,41751,B5,G6350,S
1279,41763,B5,G6350,S
1280,41778,B5,G6350,S
1281,41735,B5,G6350,S
1282,41736,B5,G6350,S
1283,41745,B5,G6350,S
1284,41754,B5,G6350,S
1285,41760,B5,G6350,S
1286,41040,B5,G6350,S
1287,41364,B5,G6350,S
1288,41344,B5,G6350,S
1289,41386,B5,G6350,S
1290,42103,B5,G6350,S
1291,42159,B5,G6350,S
1292,40067,B5,G6350,S
1293,40065,B5,G6350,S
1294,40022,B5,G6350,S
1295,425HH,B5,G6350,S
1296,42518,B5,G6350,S
1297,42503,B5,G6350,S
1298,42544,B5,G6350,S
1299,42501,B5,G6350,S
1300,42533,B5,G6350,S
1301,42553,B5,G6350,S
1302,42519,B5,G6350,S
1303,40376,B5,G6350,S
1304,40380,B5,G6350,S
1305,41360,B5,G6350,S
1306,40312,B5,G6350,S
1307,40456,B5,G6350,S
1308,40460,B5,G6350,S
1309,40445,B5,G6350,S
1310,89047,B5,G6350,S
1311,89013,B5,G6350,S
1312,89010,B5,G6350,S
1313,3836,B5,G6350,S
1314,3812,B5,G6350,S
1315,3832,B5,G6350,S
1316,3882,B5,G6350,S
1317,3830,B5,G6350,S
1318,3864,B5,G6350,S
1319,3872,B5,G6350,S
1320,3259,B5,G6350,S
1321,3846,B5,G6350,S
1322,3894,B5,G6350,S
1323,3849,B5,G6350,S
1324,3817,B5,G6350,S
1325,3838,B5,G6350,S
1326,3853,B5,G6350,S
1327,3887,B5,G6350,S
1328,3818,B5,G6350,S
1329,3875,B5,G6350,S
1330,3845,B5,G6350,S
1331,3814,B5,G6350,S
1332,3883,B5,G6350,S
1333,3816,B5,G6350,S
1334,3860,B5,G6350,S
1335,3254,B5,G6350,S
1336,3227,B5,G6350,S
1337,3886,B5,G6350,S
1338,3813,B5,G6350,S
1339,3897,B5,G6350,S
1340,89316,B5,G6350,S
1341,89821,B5,G6350,S
1342,893XX,B5,G6350,S
1343,89424,B5,G6350,S
1344,895XX,B5,G6350,S
1345,89431,B5,G6350,S
1346,89503,B5,G6350,S
1347,89512,B5,G6350,S
1348,89436,B5,G6350,S
1349,89451,B5,G6350,S
1350,89502,B5,G6350,S
1351,89510,B5,G6350,S
1352,89405,B5,G6350,S
1353,89433,B5,G6350,S
1354,89439,B5,G6350,S
1355,89704,B5,G6350,S
1356,89506,B5,G6350,S
1357,89501,B5,G6350,S
1358,89523,B5,G6350,S
1359,89509,B5,G6350,S
1360,89022,B5,G6350,S
1361,89003,B5,G6350,S
1362,89049,B5,G6350,S
1363,89020,B5,G6350,S
1364,89409,B5,G6350,S
1365,89314,B5,G6350,S
1366,89427,B5,G6350,S
1367,89420,B5,G6350,S
1368,89415,B5,G6350,S
1369,89422,B5,G6350,S
1370,89428,B5,G6350,S
1371,89429,B5,G6350,S
1372,89430,B5,G6350,S
1373,89447,B5,G6350,S
1374,89403,B5,G6350,S
1375,89442,B5,G6350,S
1376,89706,B5,G6350,S
1377,894XX,B5,G6350,S
1378,89419,B5,G6350,S
1379,89408,B5,G6350,S
1380,89406,B5,G6350,S
1381,89823,B5,G6350,S
1382,89815,B5,G6350,S
1383,89835,B5,G6350,S
1384,89834,B5,G6350,S
1385,89826,B5,G6350,S
1386,89832,B5,G6350,S
1387,89822,B5,G6350,S
1388,898XX,B5,G6350,S
1389,89833,B5,G6350,S
1390,89828,B5,G6350,S
1391,89831,B5,G6350,S
1392,89830,B5,G6350,S
1393,89825,B5,G6350,S
1394,89803,B5,G6350,S
1395,89883,B5,G6350,S
1396,89801,B5,G6350,S
1397,89824,B5,G6350,S
1398,3467,B5,G6350,S
1399,3448,B5,G6350,S
1400,3444,B5,G6350,S
1401,3470,B5,G6350,S
1402,3609,B5,G6350,S
1403,3446,B5,G6350,S
1404,3445,B5,G6350,S
1405,3450,B5,G6350,S
1406,3443,B5,G6350,S
1407,3608,B5,G6350,S
1408,3458,B5,G6350,S
1409,3431,B5,G6350,S
1410,3457,B5,G6350,S
1411,3461,B5,G6350,S
1412,3451,B5,G6350,S
1413,3456,B5,G6350,S
1414,3455,B5,G6350,S
1415,3465,B5,G6350,S
1416,3441,B5,G6350,S
1417,3466,B5,G6350,S
1418,3464,B5,G6350,S
1419,3447,B5,G6350,S
1420,3462,B5,G6350,S
1421,3602,B5,G6350,S
1422,3452,B5,G6350,S
1423,3110,B5,G6350,S
1424,030HH,B5,G6350,S
1425,3055,B5,G6350,S
1426,3063,B5,G6350,S
1427,3062,B5,G6350,S
1428,3440,B5,G6350,S
1429,3060,B5,G6350,S
1430,3048,B5,G6350,S
1431,3071,B5,G6350,S
1432,3104,B5,G6350,S
1433,3043,B5,G6350,S
1434,3102,B5,G6350,S
1435,3057,B5,G6350,S
1436,3086,B5,G6350,S
1437,3084,B5,G6350,S
1438,3076,B5,G6350,S
1439,3109,B5,G6350,S
1440,3054,B5,G6350,S
1441,3047,B5,G6350,S
1442,3082,B5,G6350,S
1443,3051,B5,G6350,S
1444,3101,B5,G6350,S
1445,034HH,B5,G6350,S
1446,3064,B5,G6350,S
1447,3281,B5,G6350,S
1448,3442,B5,G6350,S
1449,3049,B5,G6350,S
1450,3449,B5,G6350,S
1451,3033,B5,G6350,S
1452,3031,B5,G6350,S
1453,3229,B5,G6350,S
1454,3278,B5,G6350,S
1455,3304,B5,G6350,S
1456,3307,B5,G6350,S
1457,3273,B5,G6350,S
1458,3287,B5,G6350,S
1459,3275,B5,G6350,S
1460,3301,B5,G6350,S
1461,3221,B5,G6350,S
1462,3255,B5,G6350,S
1463,3243,B5,G6350,S
1464,3216,B5,G6350,S
1465,3268,B5,G6350,S
1466,3242,B5,G6350,S
1467,3233,B5,G6350,S
1468,033HH,B5,G6350,S
1469,3234,B5,G6350,S
1470,3106,B5,G6350,S
1471,3224,B5,G6350,S
1472,3045,B5,G6350,S
1473,3263,B5,G6350,S
1474,3303,B5,G6350,S
1475,3230,B5,G6350,S
1476,3235,B5,G6350,S
1477,3260,B5,G6350,S
1478,031HH,B5,G6350,S
1479,3588,B5,G6350,S
1480,3582,B5,G6350,S
1481,3570,B5,G6350,S
1482,3590,B5,G6350,S
1483,3581,B5,G6350,S
1484,3598,B5,G6350,S
1485,3583,B5,G6350,S
1486,3592,B5,G6350,S
1487,3576,B5,G6350,S
1488,3579,B5,G6350,S
1489,3584,B5,G6350,S
1490,3595,B5,G6350,S
1491,3774,B5,G6350,S
1492,3777,B5,G6350,S
1493,3779,B5,G6350,S
1494,3755,B5,G6350,S
1495,3771,B5,G6350,S
1496,3262,B5,G6350,S
1497,3251,B5,G6350,S
1498,3561,B5,G6350,S
1499,3580,B5,G6350,S
1500,3279,B5,G6350,S
1501,032XX,B5,G6350,S
1502,3585,B5,G6350,S
1503,3766,B5,G6350,S
1504,3215,B5,G6350,S
1505,3264,B5,G6350,S
1506,3785,B5,G6350,S
1507,3282,B5,G6350,S
1508,3240,B5,G6350,S
1509,3750,B5,G6350,S
1510,035XX,B5,G6350,S
1511,3768,B5,G6350,S
1512,3223,B5,G6350,S
1513,3780,B5,G6350,S
1514,3765,B5,G6350,S
1515,3784,B5,G6350,S
1516,3574,B5,G6350,S
1517,3266,B5,G6350,S
1518,035HH,B5,G6350,S
1519,3241,B5,G6350,S
1520,3741,B5,G6350,S
1521,3070,B5,G6350,S
1522,3052,B5,G6350,S
1523,7450,B5,G6350,S
1524,076HH,B5,G6350,S
1525,7649,B5,G6350,S
1526,7624,B5,G6350,S
1527,7663,B5,G6350,S
1528,7631,B5,G6350,S
1529,7072,B5,G6350,S
1530,7010,B5,G6350,S
1531,7423,B5,G6350,S
1532,7652,B5,G6350,S
1533,7071,B5,G6350,S
1534,7640,B5,G6350,S
1535,7073,B5,G6350,S
1536,070HH,B5,G6350,S
1537,7626,B5,G6350,S
1538,7601,B5,G6350,S
1539,7057,B5,G6350,S
1540,7607,B5,G6350,S
1541,7621,B5,G6350,S
1542,7603,B5,G6350,S
1543,7656,B5,G6350,S
1544,7642,B5,G6350,S
1545,7070,B5,G6350,S
1546,7604,B5,G6350,S
1547,7627,B5,G6350,S
1548,7605,B5,G6350,S
1549,7608,B5,G6350,S
1550,7020,B5,G6350,S
1551,7657,B5,G6350,S
1552,7452,B5,G6350,S
1553,7646,B5,G6350,S
1554,7401,B5,G6350,S
1555,7641,B5,G6350,S
1556,7432,B5,G6350,S
1557,7644,B5,G6350,S
1558,7662,B5,G6350,S
1559,7074,B5,G6350,S
1560,7417,B5,G6350,S
1561,7648,B5,G6350,S
1562,7670,B5,G6350,S
1563,7666,B5,G6350,S
1564,7606,B5,G6350,S
1565,7410,B5,G6350,S
1566,7660,B5,G6350,S
1567,7630,B5,G6350,S
1568,7647,B5,G6350,S
1569,7436,B5,G6350,S
1570,7628,B5,G6350,S
1571,7645,B5,G6350,S
1572,7026,B5,G6350,S
1573,7650,B5,G6350,S
1574,7407,B5,G6350,S
1575,7632,B5,G6350,S
1576,7024,B5,G6350,S
1577,7430,B5,G6350,S
1578,7031,B5,G6350,S
1579,7446,B5,G6350,S
1580,7458,B5,G6350,S
1581,7481,B5,G6350,S
1582,7075,B5,G6350,S
1583,7463,B5,G6350,S
1584,7675,B5,G6350,S
1585,7620,B5,G6350,S
1586,7661,B5,G6350,S
1587,7643,B5,G6350,S
1588,7022,B5,G6350,S
1589,8046,B5,G6350,S
1590,8620,B5,G6350,S
1591,8075,B5,G6350,S
1592,8554,B5,G6350,S
1593,8610,B5,G6350,S
1594,8064,B5,G6350,S
1595,8501,B5,G6350,S
1596,8042,B5,G6350,S
1597,8016,B5,G6350,S
1598,8073,B5,G6350,S
1599,8057,B5,G6350,S
1600,8004,B5,G6350,S
1601,8036,B5,G6350,S
1602,8515,B5,G6350,S
1603,8077,B5,G6350,S
1604,8010,B5,G6350,S
1605,8041,B5,G6350,S
1606,8505,B5,G6350,S
1607,8087,B5,G6350,S
1608,8015,B5,G6350,S
1609,086HH,B5,G6350,S
1610,8011,B5,G6350,S
1611,8065,B5,G6350,S
1612,8060,B5,G6350,S
1613,085HH,B5,G6350,S
1614,8224,B5,G6350,S
1615,080XX,B5,G6350,S
1616,8053,B5,G6350,S
1617,8640,B5,G6350,S
1618,8518,B5,G6350,S
1619,8088,B5,G6350,S
1620,8055,B5,G6350,S
1621,8562,B5,G6350,S
1622,8511,B5,G6350,S
1623,8022,B5,G6350,S
1624,8641,B5,G6350,S
1625,8068,B5,G6350,S
1626,8054,B5,G6350,S
1627,8048,B5,G6350,S
1628,8052,B5,G6350,S
1629,8019,B5,G6350,S
1630,8223,B5,G6350,S
1631,8242,B5,G6350,S
1632,8248,B5,G6350,S
1633,8226,B5,G6350,S
1634,8243,B5,G6350,S
1635,8247,B5,G6350,S
1636,8202,B5,G6350,S
1637,8230,B5,G6350,S
1638,8210,B5,G6350,S
1639,8252,B5,G6350,S
1640,8245,B5,G6350,S
1641,8260,B5,G6350,S
1642,8204,B5,G6350,S
1643,8212,B5,G6350,S
1644,8251,B5,G6350,S
1645,8349,B5,G6350,S
1646,8329,B5,G6350,S
1647,8316,B5,G6350,S
1648,083XX,B5,G6350,S
1649,8327,B5,G6350,S
1650,8314,B5,G6350,S
1651,8352,B5,G6350,S
1652,8321,B5,G6350,S
1653,8361,B5,G6350,S
1654,8302,B5,G6350,S
1655,8313,B5,G6350,S
1656,8323,B5,G6350,S
1657,8345,B5,G6350,S
1658,8348,B5,G6350,S
1659,8353,B5,G6350,S
1660,8332,B5,G6350,S
1661,8318,B5,G6350,S
1662,8311,B5,G6350,S
1663,8324,B5,G6350,S
1664,8106,B5,G6350,S
1665,8103,B5,G6350,S
1666,8031,B5,G6350,S
1667,8102,B5,G6350,S
1668,8045,B5,G6350,S
1669,8003,B5,G6350,S
1670,8007,B5,G6350,S
1671,8083,B5,G6350,S
1672,8105,B5,G6350,S
1673,8026,B5,G6350,S
1674,8009,B5,G6350,S
1675,8034,B5,G6350,S
1676,8089,B5,G6350,S
1677,8021,B5,G6350,S
1678,8043,B5,G6350,S
1679,8107,B5,G6350,S
1680,8091,B5,G6350,S
1681,081HH,B5,G6350,S
1682,8059,B5,G6350,S
1683,8029,B5,G6350,S
1684,8049,B5,G6350,S
1685,8109,B5,G6350,S
1686,8108,B5,G6350,S
1687,8002,B5,G6350,S
1688,8033,B5,G6350,S
1689,8030,B5,G6350,S
1690,8104,B5,G6350,S
1691,8084,B5,G6350,S
1692,8078,B5,G6350,S
1693,8035,B5,G6350,S
1694,8110,B5,G6350,S
1695,8095,B5,G6350,S
1696,8848,B5,G6350,S
1697,7830,B5,G6350,S
1698,8809,B5,G6350,S
1699,8802,B5,G6350,S
1700,8826,B5,G6350,S
1701,8853,B5,G6350,S
1702,088HH,B5,G6350,S
1703,8525,B5,G6350,S
1704,7865,B5,G6350,S
1705,8858,B5,G6350,S
1706,8551,B5,G6350,S
1707,7979,B5,G6350,S
1708,8867,B5,G6350,S
1709,8833,B5,G6350,S
1710,8801,B5,G6350,S
1711,8829,B5,G6350,S
1712,8889,B5,G6350,S
1713,8876,B5,G6350,S
1714,8822,B5,G6350,S
1715,8559,B5,G6350,S
1716,8530,B5,G6350,S
1717,8825,B5,G6350,S
1718,8804,B5,G6350,S
1719,8887,B5,G6350,S
1720,8827,B5,G6350,S
1721,7047,B5,G6350,S
1722,7094,B5,G6350,S
1723,10004,B5,G6350,S
1724,073HH,B5,G6350,S
1725,7029,B5,G6350,S
1726,7087,B5,G6350,S
1727,7310,B5,G6350,S
1728,7032,B5,G6350,S
1729,7002,B5,G6350,S
1730,7304,B5,G6350,S
1731,7302,B5,G6350,S
1732,7305,B5,G6350,S
1733,7307,B5,G6350,S
1734,7030,B5,G6350,S
1735,7306,B5,G6350,S
1736,7093,B5,G6350,S
1737,7078,B5,G6350,S
1738,7052,B5,G6350,S
1739,7004,B5,G6350,S
1740,7110,B5,G6350,S
1741,7014,B5,G6350,S
1742,7044,B5,G6350,S
1743,7068,B5,G6350,S
1744,7104,B5,G6350,S
1745,7018,B5,G6350,S
1746,7040,B5,G6350,S
1747,7039,B5,G6350,S
1748,7107,B5,G6350,S
1749,7028,B5,G6350,S
1750,7105,B5,G6350,S
1751,7106,B5,G6350,S
1752,7003,B5,G6350,S
1753,7079,B5,G6350,S
1754,071HH,B5,G6350,S
1755,7042,B5,G6350,S
1756,7017,B5,G6350,S
1757,7021,B5,G6350,S
1758,7050,B5,G6350,S
1759,7112,B5,G6350,S
1760,7111,B5,G6350,S
1761,7109,B5,G6350,S
1762,7102,B5,G6350,S
1763,7103,B5,G6350,S
1764,7108,B5,G6350,S
1765,7043,B5,G6350,S
1766,7114,B5,G6350,S
1767,7041,B5,G6350,S
1768,7009,B5,G6350,S
1769,7006,B5,G6350,S
1770,8080,B5,G6350,S
1771,8322,B5,G6350,S
1772,8051,B5,G6350,S
1773,8020,B5,G6350,S
1774,8093,B5,G6350,S
1775,8343,B5,G6350,S
1776,8039,B5,G6350,S
1777,8097,B5,G6350,S
1778,8061,B5,G6350,S
1779,8063,B5,G6350,S
1780,8032,B5,G6350,S
1781,8086,B5,G6350,S
1782,8066,B5,G6350,S
1783,8085,B5,G6350,S
1784,8014,B5,G6350,S
1785,8090,B5,G6350,S
1786,8028,B5,G6350,S
1787,8074,B5,G6350,S
1788,8328,B5,G6350,S
1789,8071,B5,G6350,S
1790,8056,B5,G6350,S
1791,8081,B5,G6350,S
1792,8312,B5,G6350,S
1793,8012,B5,G6350,S
1794,8062,B5,G6350,S
1795,8096,B5,G6350,S
1796,8027,B5,G6350,S
1797,8629,B5,G6350,S
1798,8611,B5,G6350,S
1799,8608,B5,G6350,S
1800,8628,B5,G6350,S
1801,8638,B5,G6350,S
1802,8618,B5,G6350,S
1803,8561,B5,G6350,S
1804,8691,B5,G6350,S
1805,8540,B5,G6350,S
1806,8609,B5,G6350,S
1807,8690,B5,G6350,S
1808,8512,B5,G6350,S
1809,8625,B5,G6350,S
1810,8520,B5,G6350,S
1811,8619,B5,G6350,S
1812,8534,B5,G6350,S
1813,8560,B5,G6350,S
1814,8550,B5,G6350,S
1815,8648,B5,G6350,S
1816,8542,B5,G6350,S
1817,8830,B5,G6350,S
1818,8824,B5,G6350,S
1819,8872,B5,G6350,S
1820,8857,B5,G6350,S
1821,077HH,B5,G6350,S
1822,8831,B5,G6350,S
1823,8882,B5,G6350,S
1824,8850,B5,G6350,S
1825,7735,B5,G6350,S
1826,7721,B5,G6350,S
1827,7726,B5,G6350,S
1828,8852,B5,G6350,S
1829,089HH,B5,G6350,S
1830,8859,B5,G6350,S
1831,8810,B5,G6350,S
1832,7095,B5,G6350,S
1833,8832,B5,G6350,S
1834,8828,B5,G6350,S
1835,8902,B5,G6350,S
1836,7065,B5,G6350,S
1837,7747,B5,G6350,S
1838,8837,B5,G6350,S
1839,8816,B5,G6350,S
1840,8904,B5,G6350,S
1841,7064,B5,G6350,S
1842,8879,B5,G6350,S
1843,8863,B5,G6350,S
1844,8820,B5,G6350,S
1845,8812,B5,G6350,S
1846,7067,B5,G6350,S
1847,8854,B5,G6350,S
1848,8861,B5,G6350,S
1849,7080,B5,G6350,S
1850,8536,B5,G6350,S
1851,8846,B5,G6350,S
1852,8901,B5,G6350,S
1853,8884,B5,G6350,S
1854,8840,B5,G6350,S
1855,7077,B5,G6350,S
1856,7008,B5,G6350,S
1857,8817,B5,G6350,S
1858,7001,B5,G6350,S
1859,7033,B5,G6350,S
1860,7023,B5,G6350,S
1861,7922,B5,G6350,S
1862,7204,B5,G6350,S
1863,7202,B5,G6350,S
1864,7974,B5,G6350,S
1865,7092,B5,G6350,S
1866,7066,B5,G6350,S
1867,7016,B5,G6350,S
1868,7076,B5,G6350,S
1869,7083,B5,G6350,S
1870,7088,B5,G6350,S
1871,7081,B5,G6350,S
1872,7205,B5,G6350,S
1873,7027,B5,G6350,S
1874,7090,B5,G6350,S
1875,7036,B5,G6350,S
1876,072HH,B5,G6350,S
1877,7901,B5,G6350,S
1878,7208,B5,G6350,S
1879,7206,B5,G6350,S
1880,7201,B5,G6350,S
1881,7203,B5,G6350,S
1882,7524,B5,G6350,S
1883,7442,B5,G6350,S
1884,7470,B5,G6350,S
1885,7506,B5,G6350,S
1886,075HH,B5,G6350,S
1887,7501,B5,G6350,S
1888,7505,B5,G6350,S
1889,7420,B5,G6350,S
1890,7503,B5,G6350,S
1891,7055,B5,G6350,S
1892,7513,B5,G6350,S
1893,7403,B5,G6350,S
1894,7522,B5,G6350,S
1895,7465,B5,G6350,S
1896,7456,B5,G6350,S
1897,7011,B5,G6350,S
1898,7508,B5,G6350,S
1899,7514,B5,G6350,S
1900,7424,B5,G6350,S
1901,7013,B5,G6350,S
1902,7512,B5,G6350,S
1903,7012,B5,G6350,S
1904,7504,B5,G6350,S
1905,7502,B5,G6350,S
1906,7480,B5,G6350,S
1907,8001,B5,G6350,S
1908,8067,B5,G6350,S
1909,8005,B5,G6350,S
1910,8023,B5,G6350,S
1911,8731,B5,G6350,S
1912,8038,B5,G6350,S
