,median,lower,upper,sd,year,abb
2049,0.02007902,-0.386755887,0.420603701,0.247048487,1975,WV
2050,-0.430594204,-0.662448603,-0.070277622,0.180058818,1975,WY
2051,0.559103001,0.153193259,0.964383725,0.25325865,1976,AK
2052,-1.427931016,-1.933422809,-0.937301444,0.313409933,1976,AL
2053,-1.175784653,-1.637804347,-0.78539202,0.253991188,1976,AR
2054,-0.412026763,-0.670141382,-0.042601597,0.185437438,1976,AZ
2055,1.255692568,0.884789117,1.617519092,0.235548155,1976,CA
2056,0.25052877,-0.143659364,0.709669112,0.263911007,1976,CO
2057,0.805134299,0.354318517,1.263024035,0.278108158,1976,CT
2058,0.58771976,0.099648094,1.089872509,0.297082803,1976,DE
2059,-0.958516058,-1.389419437,-0.684114838,0.225881688,1976,FL
2060,-1.071966042,-1.522090078,-0.712861842,0.251731276,1976,GA
2061,1.827814696,1.370922133,2.292323125,0.273570978,1976,HI
2062,0.080625025,-0.343814853,0.510858042,0.260115035,1976,IA
2063,0.107097071,-0.304197224,0.566773867,0.273063837,1976,ID
2064,0.61105442,0.184657788,0.977822211,0.249704479,1976,IL
2065,-0.121996357,-0.483127574,0.342886551,0.243962361,1976,IN
2066,-0.148728562,-0.538027197,0.241124649,0.235070901,1976,KS
2067,0.025478891,-0.401264455,0.448721654,0.262319149,1976,KY
2068,-1.300996938,-1.816035368,-0.852525876,0.297559895,1976,LA
2069,1.597156797,1.180332158,2.02937459,0.268817886,1976,MA
2070,0.765982457,0.341953837,1.215271275,0.27782071,1976,MD
2071,0.695909129,0.263070533,1.122404082,0.26843429,1976,ME
2072,0.948454234,0.508777716,1.395141467,0.266351696,1976,MI
2073,0.702981003,0.26484528,1.104231602,0.259483512,1976,MN
2074,-0.391859835,-0.644758291,-0.049567368,0.18835852,1976,MO
2075,-1.900939095,-2.550491483,-1.304265432,0.376343427,1976,MS
2076,0.437822842,0.003403659,0.8694772,0.27824786,1976,MT
2077,-1.094176452,-1.568549023,-0.750508927,0.247278755,1976,NC
2078,-0.753166722,-1.012071889,-0.554177356,0.140508366,1976,ND
2079,-0.187800617,-0.556665702,0.195390435,0.227314129,1976,NE
2080,0.420108959,-0.025130221,0.868635716,0.277809245,1976,NH
2081,1.75584237,1.312728926,2.220796375,0.275996334,1976,NJ
2082,0.19830866,-0.261227358,0.610933963,0.272459646,1976,NM
2083,-0.383679954,-0.614777157,-0.027815987,0.184306235,1976,NV
2084,1.697957056,1.202112244,2.168096239,0.290583359,1976,NY
2085,0.244117756,-0.207304511,0.708200557,0.271411907,1976,OH
2086,-0.170773297,-0.527217565,0.27696219,0.23826651,1976,OK
2087,0.89703762,0.456893129,1.346978746,0.273470606,1976,OR
2088,1.016406806,0.541634717,1.498976782,0.285930747,1976,PA
2089,1.266798366,0.821927844,1.733180212,0.270978206,1976,RI
2090,-1.388220225,-1.919866805,-0.90475094,0.320242399,1976,SC
2091,-0.225218891,-0.560934462,0.13282782,0.216134639,1976,SD
2092,-1.06566682,-1.491508072,-0.725046637,0.239361071,1976,TN
2093,-0.869427576,-1.202896928,-0.634771518,0.183413463,1976,TX
2094,-0.181029271,-0.528197081,0.195707706,0.218409429,1976,UT
2095,-0.991061059,-1.439505167,-0.685151454,0.233149046,1976,VA
2096,0.4527948,0.023615952,0.900039765,0.262937009,1976,VT
2097,0.911748165,0.468214598,1.364871259,0.276297648,1976,WA
2098,0.675368804,0.187954773,1.153696988,0.29159707,1976,WI
2099,0.037103968,-0.369737447,0.503096839,0.263566489,1976,WV
2100,-0.454143806,-0.675774044,-0.100707531,0.179092799,1976,WY
2101,0.67272722,0.283495833,1.103162923,0.263045006,1977,AK
2102,-1.422037332,-1.948426786,-0.955369668,0.298223432,1977,AL
2103,-1.318173765,-1.839687172,-0.903048904,0.283522494,1977,AR
2104,-0.426425655,-0.670485625,-0.073804819,0.189864854,1977,AZ
2105,1.54551762,1.151941433,2.014901367,0.262581627,1977,CA
2106,0.282146608,-0.154440232,0.790813683,0.283525331,1977,CO
2107,0.901805778,0.483032935,1.340900578,0.265026416,1977,CT
2108,0.764147207,0.306869457,1.253723791,0.28716092,1977,DE
2109,-0.925288551,-1.242440149,-0.669774927,0.181697998,1977,FL
2110,-1.063464168,-1.515057012,-0.753110371,0.24036563,1977,GA
2111,1.755609024,1.321569334,2.203842157,0.272548401,1977,HI
2112,0.220719523,-0.160290325,0.662687666,0.249005793,1977,IA
2113,-0.08956469,-0.462024433,0.325295478,0.240000064,1977,ID
2114,0.442117488,0.034436097,0.820273408,0.247911505,1977,IL
2115,0.00050263,-0.379155142,0.43383882,0.256931445,1977,IN
2116,-0.222978267,-0.551206175,0.180448585,0.22130316,1977,KS
2117,-0.092569286,-0.465457537,0.311659936,0.228138508,1977,KY
2118,-1.382713038,-1.923593987,-0.861474163,0.309062434,1977,LA
2119,1.699319026,1.257069968,2.140754845,0.270465168,1977,MA
2120,0.771984927,0.364552918,1.199457709,0.265879823,1977,MD
2121,0.691904476,0.273340186,1.098709806,0.25009911,1977,ME
2122,0.950643785,0.516614489,1.383668838,0.263970397,1977,MI
2123,1.033336115,0.560689679,1.493766913,0.286041333,1977,MN
2124,-0.387733701,-0.667389536,-0.057470222,0.189335273,1977,MO
2125,-1.845502541,-2.453778613,-1.272502312,0.367321914,1977,MS
2126,0.377347093,-0.073155684,0.829443708,0.270066965,1977,MT
2127,-0.968248562,-1.341115614,-0.68216331,0.198828046,1977,NC
2128,-0.768282334,-1.00013119,-0.567306749,0.129067468,1977,ND
2129,-0.090438709,-0.488649278,0.375080496,0.250330072,1977,NE
2130,0.345752764,-0.07666623,0.764590267,0.257202213,1977,NH
2131,1.976402598,1.535201127,2.479672133,0.282721095,1977,NJ
2132,0.102765829,-0.29997173,0.496111541,0.251817997,1977,NM
2133,-0.427275105,-0.6861015,-0.063969922,0.200919601,1977,NV
2134,1.898876642,1.484146938,2.360710541,0.272056952,1977,NY
2135,0.141918366,-0.290143881,0.627137387,0.284678247,1977,OH
2136,-0.267854668,-0.580650387,0.14296689,0.227778986,1977,OK
2137,0.905042096,0.459897854,1.345448496,0.264515317,1977,OR
2138,0.904307592,0.460424914,1.395805339,0.275757986,1977,PA
2139,1.366140624,0.96458992,1.804830051,0.259653505,1977,RI
2140,-1.399502905,-1.890256245,-0.909761758,0.298887896,1977,SC
2141,-0.197822725,-0.536851621,0.170511032,0.217642101,1977,SD
2142,-1.114441148,-1.528275652,-0.756971023,0.238866302,1977,TN
2143,-0.965232925,-1.331524651,-0.689007008,0.19646181,1977,TX
2144,-0.187231973,-0.520861002,0.257624455,0.237209896,1977,UT
2145,-0.989420324,-1.332575135,-0.692817833,0.199045038,1977,VA
2146,0.571856004,0.169840175,1.017383952,0.261595105,1977,VT
2147,0.842090088,0.399506997,1.258312847,0.262882026,1977,WA
2148,0.708236635,0.238230143,1.120268077,0.266220313,1977,WI
2149,0.022895179,-0.386994716,0.50694322,0.273798889,1977,WV
2150,-0.509373898,-0.71786061,-0.179777714,0.16204525,1977,WY
2151,0.62776404,0.188102265,1.10040149,0.281671822,1978,AK
2152,-1.47168543,-2.01658863,-1.021235037,0.303223203,1978,AL
2153,-1.397410933,-1.862565253,-0.926672914,0.294857824,1978,AR
2154,-0.480320916,-0.724661607,-0.169775785,0.177735187,1978,AZ
2155,1.407624172,0.979027743,1.814400046,0.253206638,1978,CA
2156,0.206077039,-0.212325445,0.679335489,0.270379809,1978,CO
2157,0.924356923,0.454979042,1.357877438,0.273070161,1978,CT
2158,0.741125701,0.294727326,1.261792647,0.290209507,1978,DE
2159,-0.957394001,-1.332740415,-0.713970493,0.192039318,1978,FL
2160,-1.150566824,-1.605605737,-0.798573953,0.241972901,1978,GA
2161,1.515646248,1.100962217,1.906600923,0.248042786,1978,HI
2162,0.263331653,-0.118589379,0.694142981,0.251786947,1978,IA
2163,-0.138028006,-0.522142685,0.260924252,0.24270463,1978,ID
2164,0.3709794,-0.001881129,0.821291624,0.251881969,1978,IL
2165,-0.031068658,-0.424012929,0.432120225,0.26179038,1978,IN
2166,-0.158999762,-0.544709582,0.246139647,0.253178864,1978,KS
2167,-0.276952551,-0.604454912,0.147965329,0.242272528,1978,KY
2168,-1.201826837,-1.646338287,-0.855401155,0.247261904,1978,LA
2169,1.667529369,1.269610022,2.079919067,0.256639649,1978,MA
2170,0.764891733,0.352941988,1.21780326,0.260728663,1978,MD
2171,0.784439825,0.394988545,1.253581167,0.259766807,1978,ME
2172,0.890457323,0.451911485,1.351174264,0.279379236,1978,MI
2173,0.985408626,0.571416239,1.414801367,0.262562369,1978,MN
2174,-0.397144491,-0.666916877,-0.037062185,0.200944495,1978,MO
2175,-1.770474259,-2.378202063,-1.221330776,0.346481176,1978,MS
2176,0.390284067,-0.041863902,0.906770481,0.286986929,1978,MT
2177,-0.988921668,-1.413010211,-0.725192432,0.208795029,1978,NC
2178,-0.815646532,-1.055861132,-0.625856085,0.126918411,1978,ND
2179,-0.092189911,-0.459649473,0.32997775,0.24789889,1978,NE
2180,0.290416241,-0.17026507,0.734615805,0.279124895,1978,NH
2181,1.887651451,1.392798313,2.37113983,0.29293215,1978,NJ
2182,0.189002404,-0.269741216,0.657817469,0.27473059,1978,NM
2183,-0.471437643,-0.714497152,-0.098823484,0.192076164,1978,NV
2184,1.800287002,1.368638824,2.23517584,0.268397523,1978,NY
2185,0.127259245,-0.342768161,0.579432894,0.274512938,1978,OH
2186,-0.278352741,-0.604508961,0.113450339,0.224236249,1978,OK
2187,0.973603103,0.553728812,1.408876485,0.26119744,1978,OR
2188,0.856542525,0.415898619,1.367843363,0.280400282,1978,PA
2189,1.369403339,0.936181186,1.828121799,0.265133138,1978,RI
2190,-1.43418511,-1.936858308,-0.989714441,0.287074629,1978,SC
2191,-0.27151711,-0.586471724,0.117714865,0.218453481,1978,SD
2192,-0.544129572,-0.760780628,-0.290395958,0.148324459,1978,TN
2193,-0.988606221,-1.382716008,-0.724897469,0.20108004,1978,TX
2194,-0.236513473,-0.614769418,0.137308444,0.228296429,1978,UT
2195,-1.001611991,-1.43815208,-0.729478546,0.2270241,1978,VA
2196,0.666630627,0.226609486,1.09552475,0.260304842,1978,VT
2197,0.905970489,0.474761107,1.444857623,0.294036,1978,WA
2198,0.708585173,0.264799652,1.124789627,0.266221699,1978,WI
2199,0.024275493,-0.383161821,0.453502988,0.258122419,1978,WV
2200,-0.505646195,-0.73071363,-0.179749505,0.173176147,1978,WY
2201,0.331098405,-0.08129764,0.757812163,0.261089751,1979,AK
2202,-1.506043963,-1.981926408,-1.051165392,0.290136186,1979,AL
2203,-1.278087742,-1.787563871,-0.916170532,0.260792538,1979,AR
2204,-0.507023394,-0.735347392,-0.136194069,0.183075287,1979,AZ
2205,1.367038891,0.943632198,1.785560476,0.264705819,1979,CA
2206,0.209030854,-0.276973251,0.6741211,0.290197423,1979,CO
2207,0.89272052,0.449020753,1.313601048,0.262562289,1979,CT
2208,0.716145818,0.244859701,1.193798618,0.287576843,1979,DE
2209,-1.067319564,-1.489819664,-0.769374044,0.214524872,1979,FL
2210,-1.163451333,-1.57331449,-0.822833597,0.232725596,1979,GA
2211,1.441787055,1.009070497,1.870942922,0.268723499,1979,HI
2212,0.337635499,-0.076367738,0.727357555,0.237838457,1979,IA
2213,-0.20165244,-0.569850312,0.170723693,0.223355034,1979,ID
2214,0.272609776,-0.137014275,0.689441191,0.248813399,1979,IL
2215,-0.12519054,-0.49681318,0.326863025,0.258402634,1979,IN
2216,-0.181927309,-0.529717094,0.210436073,0.230360319,1979,KS
2217,-0.32871286,-0.666293989,0.080354045,0.227875738,1979,KY
2218,-1.215003011,-1.693722711,-0.835430667,0.260283331,1979,LA
2219,1.686204057,1.241967316,2.177833129,0.281280544,1979,MA
2220,0.788428165,0.365228465,1.213002265,0.264273143,1979,MD
2221,0.727057474,0.341877281,1.145214919,0.252078817,1979,ME
2222,0.988250421,0.523605201,1.366328798,0.257567352,1979,MI
2223,0.937730836,0.503819921,1.411019221,0.27298573,1979,MN
2224,-0.428416303,-0.71520082,-0.033464316,0.202087536,1979,MO
2225,-1.803409204,-2.434543626,-1.247231047,0.361532378,1979,MS
2226,0.415142208,-0.055988909,0.892112804,0.284415291,1979,MT
2227,-1.025738867,-1.434602058,-0.752979921,0.205762934,1979,NC
2228,-0.850710009,-1.121676113,-0.659866456,0.140593613,1979,ND
2229,-0.12611199,-0.534848774,0.251331487,0.240585017,1979,NE
2230,0.277077548,-0.170321373,0.749147162,0.271935396,1979,NH
2231,1.891475788,1.459997405,2.389901106,0.28304428,1979,NJ
2232,0.097205132,-0.324168471,0.523171783,0.252290732,1979,NM
2233,-0.449885309,-0.703604624,-0.09259116,0.198282732,1979,NV
2234,1.666118414,1.232308469,2.09113441,0.267592985,1979,NY
2235,0.11276378,-0.304093871,0.534005991,0.257927112,1979,OH
2236,-0.308453883,-0.634854533,0.11131418,0.22428403,1979,OK
2237,0.940813517,0.478384409,1.367663771,0.276096601,1979,OR
2238,0.738770136,0.229915896,1.176678881,0.29069278,1979,PA
2239,1.299810854,0.899648225,1.775304105,0.263344529,1979,RI
2240,-1.276113018,-1.674945166,-0.87571806,0.243521192,1979,SC
2241,-0.406412351,-0.690413718,-0.033373992,0.202959163,1979,SD
2242,-0.546469739,-0.76428129,-0.242629128,0.159595691,1979,TN
2243,-1.043564112,-1.397446339,-0.764920987,0.193775513,1979,TX
2244,-0.265554201,-0.597084113,0.166417806,0.233647168,1979,UT
2245,-1.073740397,-1.447971463,-0.79564113,0.207082939,1979,VA
2246,0.588649972,0.149625292,1.017991756,0.266815817,1979,VT
2247,0.864779571,0.375440097,1.2795639,0.270343262,1979,WA
2248,0.61254147,0.23435493,1.057653927,0.262722503,1979,WI
2249,-0.051538282,-0.475489978,0.404275364,0.258190538,1979,WV
2250,-0.536422738,-0.762626145,-0.210051218,0.1769228,1979,WY
2251,0.523059101,0.085771631,0.991091733,0.273918363,1980,AK
2252,-1.743734603,-2.270641111,-1.288094028,0.311190434,1980,AL
2253,-1.308621562,-1.854885204,-0.917063651,0.288925511,1980,AR
2254,-0.620029313,-0.819434898,-0.284318261,0.164955183,1980,AZ
2255,1.39402127,0.966116849,1.791968689,0.248117063,1980,CA
2256,0.160430395,-0.239073675,0.604187416,0.261387671,1980,CO
2257,0.96549044,0.469955751,1.390632418,0.271982753,1980,CT
2258,0.687226992,0.236028524,1.134539136,0.283754019,1980,DE
2259,-1.113973434,-1.504595393,-0.836998767,0.212044801,1980,FL
2260,-1.178765914,-1.646440155,-0.834590293,0.246280366,1980,GA
2261,1.333899573,0.908604277,1.756477069,0.254112348,1980,HI
2262,0.278370992,-0.140035993,0.68660314,0.259360977,1980,IA
2263,-0.285870519,-0.628589595,0.113684173,0.232953839,1980,ID
2264,0.334014767,-0.090067284,0.743666144,0.26136971,1980,IL
2265,-0.174122824,-0.569966039,0.2282161,0.232237285,1980,IN
2266,-0.226586075,-0.589381578,0.139896862,0.229955205,1980,KS
2267,-0.363694869,-0.686405353,0.036951258,0.22302481,1980,KY
2268,-1.118767373,-1.527072176,-0.817231381,0.224615173,1980,LA
2269,1.511906706,1.091535897,1.952695156,0.263211711,1980,MA
2270,0.736491101,0.334353943,1.222728525,0.272762399,1980,MD
2271,0.650569135,0.219620207,1.090865778,0.26763882,1980,ME
2272,0.894905427,0.450679233,1.349145004,0.275960083,1980,MI
2273,0.900052846,0.453783676,1.358374144,0.28263719,1980,MN
2274,-0.475544963,-0.724636322,-0.118020653,0.192136956,1980,MO
2275,-1.81442751,-2.384115146,-1.257667125,0.336974004,1980,MS
2276,0.384827964,-0.08095923,0.821147195,0.278281507,1980,MT
2277,-1.069247266,-1.474412139,-0.791801563,0.215715914,1980,NC
2278,-0.869252701,-1.103710257,-0.689232386,0.128164363,1980,ND
2279,-0.158101192,-0.556048623,0.221370794,0.236350657,1980,NE
2280,0.217241245,-0.219353891,0.652400945,0.264924231,1980,NH
2281,1.886644399,1.412984241,2.331865777,0.277710282,1980,NJ
2282,0.104440147,-0.344628064,0.508432311,0.258581258,1980,NM
2283,-0.467922676,-0.745875821,-0.107236609,0.196894042,1980,NV
2284,1.570483437,1.127852051,2.066797878,0.282092862,1980,NY
2285,0.036822028,-0.385870345,0.479108461,0.258122606,1980,OH
2286,-0.358287962,-0.676056216,0.010479923,0.215927172,1980,OK
2287,0.852989673,0.394900458,1.274582977,0.277315989,1980,OR
2288,0.813833935,0.337052527,1.283475158,0.28590683,1980,PA
2289,1.285378644,0.874752657,1.705043459,0.254767144,1980,RI
2290,-1.302014799,-1.733366429,-0.914657077,0.253785783,1980,SC
2291,-0.418861528,-0.711814363,-0.043795424,0.215685729,1980,SD
2292,-0.562729993,-0.778439139,-0.238378555,0.174450394,1980,TN
2293,-1.075907917,-1.468380915,-0.793083595,0.206083168,1980,TX
2294,-0.246796549,-0.609010893,0.115385047,0.218060385,1980,UT
2295,-1.077704176,-1.471822546,-0.793517809,0.209185127,1980,VA
2296,0.483435198,0.048053054,0.925309543,0.269697559,1980,VT
2297,0.770412764,0.309787991,1.230526641,0.285234635,1980,WA
2298,0.567862671,0.124275169,1.020156587,0.269700704,1980,WI
2299,-0.049807932,-0.468063333,0.396830192,0.256073469,1980,WV
2300,-0.57248175,-0.790897981,-0.263471446,0.166883282,1980,WY
2301,0.610669892,0.21876588,1.066683638,0.261701627,1981,AK
2302,-1.704397484,-2.311870611,-1.151244768,0.350750045,1981,AL
2303,-1.4689365,-2.07713062,-1.035057268,0.306153955,1981,AR
2304,-0.645307023,-0.8608481,-0.350789277,0.154958832,1981,AZ
2305,1.209328701,0.77389535,1.606749891,0.256768059,1981,CA
2306,0.050999252,-0.319686315,0.528896849,0.259739873,1981,CO
2307,0.845026782,0.415514557,1.295639075,0.267381569,1981,CT
2308,0.592678475,0.177506132,1.013829384,0.261524037,1981,DE
2309,-1.095241484,-1.499941064,-0.814710856,0.20628095,1981,FL
2310,-1.204116643,-1.671477317,-0.883400462,0.242519331,1981,GA
2311,1.366031693,0.972214245,1.813535099,0.256746103,1981,HI
2312,0.268074623,-0.135539719,0.796335767,0.273491375,1981,IA
2313,-0.305103048,-0.660176022,0.141544521,0.241688138,1981,ID
2314,0.296085848,-0.138805457,0.674513941,0.244142661,1981,IL
2315,-0.165585014,-0.569727848,0.264742812,0.257478975,1981,IN
2316,-0.33204049,-0.656820393,0.112239598,0.234656139,1981,KS
2317,-0.330746076,-0.674136085,0.079387186,0.229371164,1981,KY
2318,-1.181456538,-1.548846198,-0.865393662,0.21980934,1981,LA
2319,1.473563001,1.016939471,1.936907892,0.278707978,1981,MA
2320,0.742766622,0.310416974,1.158132865,0.255656533,1981,MD
2321,0.649751992,0.201642078,1.080550354,0.266285396,1981,ME
2322,0.974592618,0.558727735,1.416931279,0.266641581,1981,MI
2323,0.752099619,0.269864457,1.259009649,0.304283329,1981,MN
2324,-0.239204302,-0.598889484,0.143075808,0.227749265,1981,MO
2325,-1.777235071,-2.441983915,-1.25968231,0.373498194,1981,MS
2326,0.331379767,-0.09870116,0.792452898,0.266725242,1981,MT
2327,-1.038064183,-1.414178917,-0.798046322,0.18943765,1981,NC
2328,-0.910855568,-1.166183737,-0.732856694,0.13199862,1981,ND
2329,-0.236120632,-0.589156279,0.126791144,0.230174123,1981,NE
2330,0.089674597,-0.334536969,0.524158937,0.264126209,1981,NH
2331,1.623336984,1.228230349,2.082702297,0.269413413,1981,NJ
2332,0.075219166,-0.352155152,0.502651767,0.265986557,1981,NM
2333,-0.513476408,-0.787004986,-0.18173255,0.190160802,1981,NV
2334,1.520478518,1.088227782,1.933493246,0.260964083,1981,NY
2335,-0.001404467,-0.449576336,0.398435184,0.259041544,1981,OH
2336,-0.333997199,-0.656971349,0.090767524,0.227943086,1981,OK
2337,0.805661841,0.357296206,1.213351318,0.261807321,1981,OR
2338,0.687611628,0.221350027,1.125288418,0.274726716,1981,PA
2339,1.265943962,0.854835634,1.646371187,0.246283123,1981,RI
2340,-1.229489763,-1.710890524,-0.84662345,0.267501094,1981,SC
2341,-0.491667801,-0.769273656,-0.103814925,0.202268297,1981,SD
2342,-0.511243546,-0.790352916,-0.171196868,0.196117313,1981,TN
2343,-1.085933032,-1.508989327,-0.815242321,0.214198383,1981,TX
2344,-0.559638723,-0.806197595,-0.228262117,0.183873714,1981,UT
2345,-1.308821689,-1.803400974,-0.932521557,0.270700499,1981,VA
2346,0.814634159,0.370192973,1.283837898,0.271682195,1981,VT
2347,0.705034854,0.238196199,1.149262663,0.277928472,1981,WA
2348,0.574169899,0.13230272,1.017925268,0.272020381,1981,WI
2349,0.0802884,-0.368672174,0.515996726,0.255577228,1981,WV
2350,-0.592987076,-0.818338764,-0.299761533,0.162919981,1981,WY
2351,0.830637452,0.409215509,1.248214154,0.256621902,1982,AK
2352,-1.755144124,-2.386716235,-1.247094068,0.354030376,1982,AL
2353,-1.556794601,-2.164060561,-1.078460888,0.332643737,1982,AR
2354,-0.680462854,-0.859371783,-0.399496177,0.141156843,1982,AZ
2355,1.130908035,0.774221787,1.552074956,0.239688704,1982,CA
2356,0.034336955,-0.388874894,0.485721469,0.267553709,1982,CO
2357,0.988256921,0.584763117,1.406633916,0.254823453,1982,CT
2358,0.665603287,0.195181691,1.077326084,0.272319591,1982,DE
2359,-1.101378956,-1.458581314,-0.814026999,0.202054906,1982,FL
2360,-1.191558173,-1.643154228,-0.885491236,0.240169836,1982,GA
2361,1.324836119,0.950902203,1.744224488,0.238622889,1982,HI
2362,0.429472755,0.041874022,0.863400984,0.253149519,1982,IA
2363,-0.300575771,-0.674029978,0.067647643,0.223633423,1982,ID
2364,0.367290062,-0.05180455,0.771706769,0.252795492,1982,IL
2365,-0.1678224,-0.613136654,0.27562589,0.270249415,1982,IN
2366,-0.372558253,-0.742064487,0.04730711,0.228151306,1982,KS
2367,-0.388657117,-0.701729756,0.026195594,0.230595595,1982,KY
2368,-1.202709415,-1.644467777,-0.874962533,0.231509143,1982,LA
2369,1.383963795,0.95708148,1.790928891,0.258603201,1982,MA
2370,0.783940444,0.348413932,1.197519707,0.26008668,1982,MD
2371,0.626903439,0.239497375,1.066539371,0.260724132,1982,ME
2372,0.974718175,0.529800973,1.418463318,0.272317207,1982,MI
2373,0.73049047,0.279367573,1.153611453,0.269146503,1982,MN
2374,-0.384938459,-0.709664866,0.01509391,0.225754815,1982,MO
2375,-1.791284334,-2.33156633,-1.283270465,0.345867015,1982,MS
2376,0.160743331,-0.258721779,0.640838371,0.272387313,1982,MT
2377,-1.060248092,-1.420126122,-0.799618109,0.19212481,1982,NC
2378,-0.937258726,-1.206692749,-0.749020088,0.144295127,1982,ND
2379,-0.217130675,-0.615283134,0.185953122,0.251675462,1982,NE
2380,0.088551696,-0.308953855,0.556795036,0.25945428,1982,NH
2381,1.723274865,1.311813986,2.193987869,0.276602138,1982,NJ
2382,0.013054515,-0.377587102,0.464747253,0.256358947,1982,NM
2383,-0.562298999,-0.80448091,-0.186751672,0.193013211,1982,NV
2384,1.571625548,1.136328635,2.001131214,0.262371123,1982,NY
2385,0.054962545,-0.426139974,0.449418224,0.265626289,1982,OH
2386,-0.330100101,-0.707612984,0.070842924,0.231740478,1982,OK
2387,0.762117838,0.344414619,1.19072547,0.254300088,1982,OR
2388,0.721249872,0.334289114,1.171658718,0.263671239,1982,PA
2389,1.30676979,0.867528413,1.702692247,0.255102558,1982,RI
2390,-1.240825226,-1.684656174,-0.914653107,0.244739682,1982,SC
2391,-0.478783064,-0.769484866,-0.087114474,0.206860821,1982,SD
2392,-0.520480921,-0.773443054,-0.143356186,0.200188175,1982,TN
2393,-1.10709243,-1.467398988,-0.835898512,0.199519031,1982,TX
2394,-0.592936677,-0.805374701,-0.259466437,0.171028614,1982,UT
2395,-1.293635342,-1.795673581,-0.931883765,0.25869891,1982,VA
2396,0.671800113,0.238836493,1.066590094,0.253151305,1982,VT
2397,0.703335654,0.263325469,1.141062243,0.263360984,1982,WA
2398,0.768044501,0.32147398,1.168182137,0.259443166,1982,WI
2399,0.058680757,-0.329492126,0.486804106,0.246300032,1982,WV
2400,-0.622558855,-0.851902416,-0.3203286,0.162020338,1982,WY
2401,0.818139252,0.402619331,1.245191575,0.259204644,1983,AK
2402,-1.820255779,-2.437334107,-1.357830151,0.335105012,1983,AL
2403,-1.44866511,-1.967212139,-1.025093565,0.29531319,1983,AR
2404,-0.622876945,-0.840191429,-0.284986495,0.169216613,1983,AZ
2405,1.04473126,0.588921064,1.430430906,0.246822199,1983,CA
2406,0.104835799,-0.352472629,0.499830029,0.257515137,1983,CO
2407,0.813560946,0.406185706,1.27230135,0.265385051,1983,CT
2408,0.644319583,0.19498792,1.071669048,0.26621337,1983,DE
2409,-1.034868636,-1.405728833,-0.804507722,0.18077008,1983,FL
2410,-1.220078792,-1.671904603,-0.886262265,0.245946924,1983,GA
2411,1.259084684,0.864456353,1.622595839,0.230727202,1983,HI
2412,0.377647603,-0.013407572,0.798099186,0.245224021,1983,IA
2413,-0.256925248,-0.636996499,0.161809131,0.243425783,1983,ID
2414,0.420800332,0.033043911,0.8030795,0.234060232,1983,IL
2415,0.031821902,-0.382202731,0.446982632,0.259373329,1983,IN
2416,-0.251986264,-0.619990502,0.167933506,0.246034689,1983,KS
2417,-0.393771038,-0.73060918,-0.027012564,0.218989094,1983,KY
2418,-1.264309954,-1.75435837,-0.914824357,0.264041637,1983,LA
2419,1.587385691,1.175550308,2.00903946,0.266375204,1983,MA
2420,0.746604345,0.30753375,1.178792695,0.260095191,1983,MD
2421,0.810394639,0.373158346,1.195306811,0.256163969,1983,ME
2422,0.935996218,0.468057858,1.34058315,0.273640369,1983,MI
2423,0.839248728,0.427496935,1.276229432,0.259143853,1983,MN
2424,-0.323896932,-0.650642895,0.069353883,0.218634095,1983,MO
2425,-1.697001911,-2.345531974,-1.172350221,0.346624842,1983,MS
2426,0.247289152,-0.150994055,0.716928227,0.265134224,1983,MT
2427,-1.061189358,-1.414940846,-0.802535555,0.181379477,1983,NC
2428,-0.850769225,-1.019735611,-0.663643256,0.109714689,1983,ND
2429,-0.208478437,-0.584374618,0.174831336,0.233025127,1983,NE
2430,0.292324724,-0.119459471,0.717260065,0.261836524,1983,NH
2431,1.769738419,1.335375427,2.205132696,0.265436684,1983,NJ
2432,0.061030959,-0.411541775,0.486573314,0.261109334,1983,NM
2433,-0.510654971,-0.780941754,-0.144084632,0.19246875,1983,NV
2434,1.716545228,1.250135699,2.196443698,0.280567895,1983,NY
2435,0.039239514,-0.411085129,0.464058668,0.262394745,1983,OH
2436,-0.396309319,-0.733831266,0.00844682,0.225756218,1983,OK
2437,0.94329803,0.533156881,1.368559957,0.258094058,1983,OR
2438,0.687717648,0.246856778,1.083354513,0.270417808,1983,PA
2439,1.168607246,0.781311218,1.557731108,0.241675771,1983,RI
2440,-1.207426971,-1.683795925,-0.881365644,0.247584718,1983,SC
2441,-0.51258318,-0.775338409,-0.135029382,0.197427614,1983,SD
2442,-0.563770188,-0.795418435,-0.20613729,0.18345847,1983,TN
2443,-0.556428009,-0.794839767,-0.162272528,0.199644476,1983,TX
2444,-0.615753405,-0.849360904,-0.266939118,0.174456131,1983,UT
2445,-1.333165804,-1.842054423,-0.939479325,0.277543911,1983,VA
2446,0.601767238,0.219423555,1.057215738,0.246802054,1983,VT
2447,0.902733029,0.472756264,1.358856449,0.268039815,1983,WA
2448,0.870954274,0.496012205,1.326601015,0.241984672,1983,WI
2449,0.024700153,-0.400497203,0.465978115,0.262636063,1983,WV
2450,-0.562254166,-0.81167909,-0.237393177,0.178752666,1983,WY
2451,0.668526247,0.256536808,1.137471614,0.275075875,1984,AK
2452,-1.776060048,-2.335122347,-1.295108158,0.323403507,1984,AL
2453,-1.511692303,-1.979308694,-1.092618455,0.280889138,1984,AR
